TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,PaymentType,PreferredMagazine,CustomerHeightCM,SaleDate,Year,Month,DayOfWeek,Hour,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,Profit,PromotionUsed
TRANS-08589,1,CUST-0249,Francisco,Costa,Parent,MBWay,Pharma Times,178,2023-09-20,2023,9,Wednesday,14,Baby Care,BABY-129,1,12.26,12.26,12.26,3.68,No
TRANS-08590,1,CUST-0101,Matilde,Santos,senior,Debit Card,Health Today,171,2023-12-15,2023,12,Friday,12,Medications,MEDI-182,1,19.52,19.52,19.52,2.93,No
TRANS-08590,2,CUST-0101,Matilde,Santos,Senior,Debit Card,Health Today,171,2023-12-15,2023,12,Friday,12,Medications,MEDI-176,1,9.27,9.27,9.27,1.39,No
TRANS-08590,3,CUST-0101,Matilde,Santos,Senior,Debit Card,Health Today,171,2023-12-15,2023,12,Friday,12,Medications,MEDI-139,1,9.23,9.23,9.23,1.38,No
TRANS-08593,1,CUST-0059,Martim,Santos,Senior,Credit Card,Wellness Weekly,177,2023-08-07,2023,8,Monday,15,Medications,MEDI-168,1,8.39,8.39,8.39,1.26,No
TRANS-08593,2,CUST-0059,Martim,Santos,Senior,Credit Card,Wellness Weekly,177,2023-08-07,2023,8,Monday,15,Medications,MEDI-163,1,15.49,15.49,15.49,2.32,No
TRANS-08593,3,CUST-0059,Martim,Santos,Senior,Credit Card,Wellness Weekly,177,2023-08-07,2023,8,Monday,15,Medications,MEDI-188,1,14.76,14.76,14.76,2.21,No
TRANS-08596,1,CUST-0258,Matilde,Costa,Parent,Debit Card,Wellness Weekly,152,2023-02-25,2023,2,Saturday,17,Medications,MEDI-184,2,7.64,15.28,15.28,2.29,No
TRANS-08596,2,CUST-0258,Matilde,Costa,Parent,MBWay,Wellness Weekly,152,2023-02-25,2023,2,Saturday,17,Baby Care,BABY-188,1,6.2,6.2,6.2,1.86,No
TRANS-08598,1,CUST-0160,Martim,Oliveira,Parent,MBWay,Pharma Times,158,2023-03-25,2023,3,Saturday,17,Dermocosmetics,DERM-153,1,28.89,28.89,28.89,11.56,No
TRANS-08599,1,CUST-0316,Rodrigo,Pereira,Senior,Cash,Health Today,145,2023-08-11,2023,8,Friday,20,Dermocosmetics,DERM-128,1,25.85,25.85,25.85,10.34,No
TRANS-08600,1,CUST-0243,Leonor,Oliveira,Parent,Cash,Pharma Times,176,2023-08-20,2023,8,Sunday,11,Medications,MEDI-137,1,20.06,20.06,20.06,3.01,No
TRANS-08601,1,CUST-0066,Matilde,Santos,Regular,Debit Card,Wellness Weekly,158,2023-08-02,2023,8,Wednesday,10,Supplements,SUPP-128,1,19.01,19.01,19.01,8.55,No
TRANS-08602,1,CUST-0268,Francisco,Costa,Regular,Debit Card,Health Today,177,2023-09-30,2023,9,Saturday,12,Dermocosmetics,DERM-119,1,37.72,37.72,37.72,15.09,No
TRANS-08602,2,CUST-0268,Francisco,Costa,Regular,Debit Card,Health Today,177,2023-09-30,2023,9,Saturday,12,Supplements,SUPP-164,1,15.98,15.98,15.98,7.19,No
TRANS-08604,1,CUST-0160,Martim,Oliveira,Parent,Credit Card,Pharma Times,158,2023-06-01,2023,6,Thursday,14,Baby Care,BABY-196,1,10.12,10.12,10.12,3.03,No
TRANS-08605,1,CUST-0104,Leonor,Oliveira,Parent,MBWay,None,192,2023-06-17,2023,6,Saturday,15,Dermocosmetics,DERM-115,1,28.98,28.98,24.63,9.85,Yes
TRANS-08605,2,CUST-0104,Leonor,Oliveira,Parent,MBWay,None,192,2023-06-17,2023,6,Saturday,15,Supplements,SUPP-168,1,28.14,28.14,28.14,12.67,No
TRANS-08605,3,CUST-0104,Leonor,Oliveira,Parent,MBWay,None,192,2023-06-17,2023,6,Saturday,15,Baby Care,BABY-171,1,5.37,5.37,4.56,1.37,Yes
TRANS-08608,1,CUST-0128,Matilde,Pereira,Regular,MBWay,,175,2023-05-09,2023,5,Tuesday,10,Weight Loss,WEIG-144,1,39.39,39.39,33.48,16.74,Yes
TRANS-08608,2,CUST-0128,Matilde,Pereira,Regular,MBWay,None,175,2023-05-09,2023,5,Tuesday,10,Supplements,SUPP-168,1,32.24,32.24,32.24,14.51,No
TRANS-08610,1,CUST-0082,Rodrigo,Silva,Parent,Cash,Health Today,189,2023-01-04,2023,1,Wednesday,20,Baby Care,BABY-134,1,8.78,8.78,8.78,2.63,No
TRANS-08610,2,CUST-0082,Rodrigo,Silva,Parent,Cash,Health Today,189,2023-01-04,2023,1,Wednesday,20,Baby Care,BABY-149,1,10.67,10.67,10.67,3.2,No
TRANS-08612,1,CUST-0273,Rodrigo,Silva,Regular,Debit Card,Pharma Times,195,2023-03-07,2023,3,Tuesday,13,Dermocosmetics,DERM-170,1,29.85,29.85,29.85,11.94,No
TRANS-08613,1,CUST-0165,Leonor,Costa,Regular,Debit Card,None,180,2023-12-28,2023,12,Thursday,13,Medications,MEDI-190,1,13.7,13.7,13.7,2.06,No
TRANS-08613,2,CUST-0165,Leonor,Costa,Regular,Debit Card,None,180,2023-12-28,2023,12,Thursday,13,Dermocosmetics,DERM-193,1,16.67,16.67,16.67,6.67,No
TRANS-08615,1,CUST-0242,Martim,Costa,Senior,Cash,Health Today,170,2023-06-10,2023,6,Saturday,13,Medications,MEDI-127,1,19.63,19.63,19.63,2.94,No
TRANS-08615,2,CUST-0242,Martim,Costa,Senior,Cash,Health Today,170,2023-06-10,2023,6,Saturday,13,Baby Care,BABY-128,1,8.12,8.12,8.12,2.44,No
TRANS-08617,1,CUST-0185,Rodrigo,Santos,Regular,Credit Card,Health Today,188,2023-11-06,2023,11,Monday,17,Medications,MEDI-125,1,18.66,18.66,18.66,2.8,No
TRANS-08617,2,CUST-0185,Rodrigo,Santos,Regular,Credit Card,Health Today,188,2023-11-06,2023,11,Monday,17,Medications,MEDI-191,1,8.93,8.93,8.93,1.34,No
TRANS-08619,1,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-12-02,2023,12,Saturday,9,Medications,MEDI-105,1,11.43,11.43,11.43,1.71,No
TRANS-08619,2,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-12-02,2023,12,Saturday,9,Dermocosmetics,DERM-111,1,43.64,43.64,37.09,14.84,Yes
TRANS-08621,1,CUST-0113,Beatriz,Pereira,Regular,Debit Card,Pharma Times,173,2023-01-02,2023,1,Monday,11,Dermocosmetics,DERM-182,1,15.46,15.46,15.46,6.18,No
TRANS-08622,1,CUST-0199,Matilde,Silva,Regular,MBWay,Wellness Weekly,161,2023-02-11,2023,2,Saturday,8,Dermocosmetics,DERM-136,1,25.66,25.66,25.66,10.27,No
TRANS-08623,1,CUST-0303,Leonor,Santos,Senior,Credit Card,None,154,2023-11-02,2023,11,Thursday,15,Medications,MEDI-149,1,12.29,12.29,12.29,1.84,No
TRANS-08624,1,CUST-0237,Beatriz,Oliveira,Senior,MBWay,Health Today,160,2023-06-09,2023,6,Friday,16,Weight Loss,WEIG-135,1,27.47,27.47,27.47,13.74,No
TRANS-08624,2,CUST-0237,Beatriz,Oliveira,Senior,MBWay,Health Today,160,2023-06-09,2023,6,Friday,16,Medications,MEDI-177,1,19.75,19.75,19.75,2.96,No
TRANS-08626,1,CUST-0050,Beatriz,Oliveira,Regular,Credit Card,None,183,2023-03-04,2023,3,Saturday,8,Medications,MEDI-188,1,10.4,10.4,10.4,1.56,No
TRANS-08627,1,CUST-0125,Francisco,Costa,Regular,Credit Card,None,177,2023-05-22,2023,5,Monday,17,Weight Loss,WEIG-175,1,25.76,25.76,25.76,12.88,No
TRANS-08628,1,CUST-0222,Martim,Santos,Regular,MBWay,Pharma Times,178,2023-11-12,2023,11,Sunday,11,Medications,MEDI-160,2,7.38,14.75,14.75,2.21,No
TRANS-08628,2,CUST-0222,Martim,Santos,Regular,MBWay,Pharma Times,178,2023-11-12,2023,11,Sunday,11,Supplements,SUPP-106,1,28.84,28.84,28.84,12.98,No
TRANS-08628,3,CUST-0222,Martim,Santos,Regular,MBWay,Pharma Times,178,2023-11-12,2023,11,Sunday,11,Supplements,SUPP-139,1,19.03,19.03,19.03,8.56,No
TRANS-08631,1,CUST-0308,Beatriz,Oliveira,Parent,Credit Card,None,162,2023-09-12,2023,9,Tuesday,15,Medications,MEDI-147,1,15.14,15.14,15.14,2.27,No
TRANS-08632,1,CUST-0183,Rodrigo,Silva,Parent,Debit Card,Health Today,171,2023-10-10,2023,10,Tuesday,12,Medications,MEDI-192,1,8.03,8.03,8.03,1.2,No
TRANS-08633,1,CUST-0272,Francisco,Santos,Senior,MBWay,Pharma Times,165,2023-09-26,2023,9,Tuesday,11,Dermocosmetics,DERM-165,1,42.98,42.98,42.98,17.19,No
TRANS-08634,1,CUST-0263,Rodrigo,Pereira,Senior,Debit Card,None,194,2023-07-26,2023,7,Wednesday,13,Medications,MEDI-107,2,21.94,43.88,43.88,6.58,No
TRANS-08634,2,CUST-0263,Rodrigo,Pereira,Senior,Debit Card,None,194,2023-07-26,2023,7,Wednesday,13,Supplements,SUPP-117,1,24.45,24.45,24.45,11.0,No
TRANS-08634,3,CUST-0263,Rodrigo,Pereira,Senior,Debit Card,None,194,2023-07-26,2023,7,Wednesday,13,Medications,MEDI-120,1,10.83,10.83,10.83,1.62,No
TRANS-08637,1,CUST-0234,Beatriz,Silva,Senior,Credit Card,None,177,2023-08-12,2023,8,Saturday,17,Medications,MEDI-129,1,14.37,14.37,14.37,2.15,No
TRANS-08638,1,CUST-0148,Matilde,Costa,Regular,Credit Card,None,156,2023-10-26,2023,10,Thursday,17,Weight Loss,WEIG-106,1,27.37,27.37,27.37,13.69,No
TRANS-08638,2,CUST-0148,Matilde,Costa,Regular,Credit Card,None,156,2023-10-26,2023,10,Thursday,17,Dermocosmetics,DERM-116,1,20.59,20.59,20.59,8.23,No
TRANS-08640,1,CUST-0309,Rodrigo,Silva,Parent,Cash,Pharma Times,182,2023-06-14,2023,6,Wednesday,13,Medications,MEDI-134,2,20.94,41.88,41.88,6.28,No
TRANS-08641,1,CUST-0225,Beatriz,Santos,Parent,MBWay,Health Today,174,2023-01-08,2023,1,Sunday,10,Medications,MEDI-138,1,17.29,17.29,17.29,2.59,No
TRANS-08641,2,CUST-0225,Beatriz,Santos,Parent,MBWay,Health Today,174,2023-01-08,2023,1,Sunday,10,Baby Care,BABY-140,1,12.03,12.03,12.03,3.61,No
TRANS-08643,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-04-22,2023,4,Saturday,8,Medications,MEDI-151,1,11.64,11.64,11.64,1.75,No
TRANS-08643,2,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-04-22,2023,4,Saturday,8,Weight Loss,WEIG-161,1,37.37,37.37,37.37,18.69,No
TRANS-08643,3,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-04-22,2023,4,Saturday,8,Supplements,SUPP-101,1,17.42,17.42,17.42,7.84,No
TRANS-08646,1,CUST-0198,Martim,Oliveira,senior,Cash,Wellness Weekly,178,2023-07-30,2023,7,Sunday,9,Medications,MEDI-198,2,7.19,14.38,14.38,2.16,No
TRANS-08646,2,CUST-0198,Martim,Oliveira,Senior,Cash,Wellness Weekly,178,2023-07-30,2023,7,Sunday,9,Medications,MEDI-187,1,12.66,12.66,12.66,1.9,No
TRANS-08648,1,CUST-0072,Martim,Santos,Regular,MB Way,Health Today,181,2023-03-24,2023,3,Friday,18,Medications,MEDI-171,1,8.8,8.8,8.8,1.32,No
TRANS-08649,1,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-12-18,2023,12,Monday,12,Medications,MEDI-183,1,8.81,8.81,8.81,1.32,No
TRANS-08650,1,CUST-0109,Francisco,Costa,Regular,Cash,,150,2023-09-15,2023,9,Friday,8,Medications,MEDI-154,1,15.06,15.06,15.06,2.26,No
TRANS-08651,1,CUST-0247,Rodrigo,Santos,Parent,Debit Card,Health Today,172,2023-10-12,2023,10,Thursday,10,Medications,MEDI-134,1,9.0,9.0,9.0,1.35,No
TRANS-08651,2,CUST-0247,Rodrigo,Santos,Parent,Debit Card,Health Today,172,2023-10-12,2023,10,Thursday,10,Medications,MEDI-134,1,10.23,10.23,10.23,1.53,No
TRANS-08651,3,CUST-0247,Rodrigo,Santos,Parent,Debit Card,Health Today,172,2023-10-12,2023,10,Thursday,10,Medications,MEDI-127,1,7.17,7.17,7.17,1.07,No
TRANS-08654,1,CUST-0154,Matilde,Costa,Senior,Credit Card,Health Today,167,2023-07-04,2023,7,Tuesday,8,Weight Loss,WEIG-183,1,49.35,49.35,49.35,24.67,No
TRANS-08655,1,CUST-0292,Martim,Costa,Parent,Cash,Health Today,153,2023-03-27,2023,3,Monday,19,Baby Care,BABY-185,1,12.2,12.2,12.2,3.66,No
TRANS-08656,1,CUST-0206,Rodrigo,Costa,Regular,Cash,Wellness Weekly,144,2023-12-04,2023,12,Monday,17,Medications,MEDI-151,1,11.1,11.1,11.1,1.66,No
TRANS-08656,2,CUST-0206,Rodrigo,Costa,Regular,Cash,Wellness Weekly,144,2023-12-04,2023,12,Monday,17,Medications,MEDI-146,1,8.42,8.42,8.42,1.26,No
TRANS-08658,1,CUST-0104,Leonor,Oliveira,Parent,MBWay,None,192,2023-05-10,2023,5,Wednesday,17,Medications,MEDI-184,1,10.08,10.08,10.08,1.51,No
TRANS-08659,1,CUST-0175,Leonor,Costa,Parent,Debit Card,Pharma Times,166,2023-09-24,2023,9,Sunday,15,Weight Loss,WEIG-194,1,50.74,50.74,50.74,25.37,No
TRANS-08659,2,CUST-0175,Leonor,Costa,Parent,Debit Card,Pharma Times,166,2023-09-24,2023,9,Sunday,15,Baby Care,BABY-172,1,12.73,12.73,12.73,3.82,No
TRANS-08661,1,CUST-0337,Beatriz,Pereira,Senior,Cash,Health Today,174,2023-06-08,2023,6,Thursday,17,Medications,MEDI-156,1,9.31,9.31,9.31,1.4,No
TRANS-08661,2,CUST-0337,Beatriz,Pereira,senior,Cash,Health Today,174,2023-06-08,2023,6,Thursday,17,Supplements,SUPP-134,1,13.58,13.58,13.58,6.11,No
TRANS-08663,1,CUST-0200,Leonor,Silva,Regular,Credit Card,Wellness Weekly,174,2023-05-01,2023,5,Monday,18,Medications,MEDI-160,1,8.33,8.33,8.33,1.25,No
TRANS-08664,1,CUST-0010,Leonor,Silva,Senior,MBWay,Wellness Weekly,153,2023-06-07,2023,6,Wednesday,17,Medications,MEDI-172,1,21.07,21.07,21.07,3.16,No
TRANS-08665,1,CUST-0193,Francisco,Silva,Regular,MBWay,Health Today,173,2023-05-10,2023,5,Wednesday,8,Medications,MEDI-181,1,8.42,8.42,8.42,1.26,No
TRANS-08666,1,CUST-0211,Leonor,Silva,Regular,Cash,Health Today,168,2023-06-23,2023,6,Friday,16,Medications,MEDI-175,1,12.42,12.42,12.42,1.86,No
TRANS-08666,2,CUST-0211,Leonor,Silva,Regular,Cash,Health Today,168,2023-06-23,2023,6,Friday,16,Medications,MEDI-171,2,17.65,35.29,35.29,5.29,No
TRANS-08668,1,CUST-0294,Francisco,Santos,Regular,Cash,Wellness Weekly,165,2023-05-13,2023,5,Saturday,13,Weight Loss,WEIG-122,1,28.64,28.64,24.34,12.17,Yes
TRANS-08668,2,CUST-0294,Francisco,Santos,Regular,Cash,Wellness Weekly,165,2023-05-13,2023,5,Saturday,13,Medications,MEDI-174,1,20.82,20.82,20.82,3.12,No
TRANS-08670,1,CUST-0107,Beatriz,Oliveira,Regular,Debit Card,Pharma Times,175,2023-07-29,2023,7,Saturday,15,Supplements,SUPP-125,1,20.88,20.88,20.88,9.39,No
TRANS-08670,2,CUST-0107,Beatriz,Oliveira,Regular,Debit Card,Pharma Times,175,2023-07-29,2023,7,Saturday,15,Supplements,SUPP-174,1,22.78,22.78,22.78,10.25,No
TRANS-08672,1,CUST-0237,Beatriz,Oliveira,Senior,MBWay,Health Today,160,2023-08-07,2023,8,Monday,16,Medications,MEDI-167,1,14.32,14.32,14.32,2.15,No
TRANS-08672,2,CUST-0237,Beatriz,Oliveira,Senior,MBWay,Health Today,160,2023-08-07,2023,8,Monday,16,Medications,MEDI-173,1,18.82,18.82,18.82,2.82,No
TRANS-08674,1,CUST-0218,Leonor,Oliveira,Regular,Debit Card,Health Today,162,2023-02-06,2023,2,Monday,17,Medications,MEDI-127,1,11.63,11.63,11.63,1.74,No
TRANS-08675,1,CUST-0249,Francisco,Costa,Parent,MBWay,Pharma Times,178,2023-05-12,2023,5,Friday,20,Baby Care,BABY-177,1,7.77,7.77,7.77,2.33,No
TRANS-08676,1,CUST-0285,Rodrigo,Santos,Senior,Cash,Wellness Weekly,186,2023-01-13,2023,1,Friday,19,Supplements,SUPP-171,1,28.99,28.99,28.99,13.05,No
TRANS-08676,2,CUST-0285,Rodrigo,Santos,Senior,Cash,Wellness Weekly,186,2023-01-13,2023,1,Friday,19,Medications,MEDI-123,2,14.37,28.74,28.74,4.31,No
TRANS-08678,1,CUST-0067,Beatriz,Costa,Regular,Debit Card,Wellness Weekly,158,2023-04-09,2023,4,Sunday,10,Weight Loss,WEIG-126,1,20.45,20.45,20.45,10.23,No
TRANS-08679,1,CUST-0251,Rodrigo,Santos,Parent,Debit Card,Pharma Times,177,2023-07-27,2023,7,Thursday,12,Medications,MEDI-115,1,7.41,7.41,7.41,1.11,No
TRANS-08679,2,CUST-0251,Rodrigo,Santos,Parent,Debit Card,Pharma Times,177,2023-07-27,2023,7,Thursday,12,Medications,MEDI-113,1,10.36,10.36,10.36,1.55,No
TRANS-08681,1,CUST-0055,Matilde,Silva,Regular,Debit Card,Pharma Times,173,2023-06-21,2023,6,Wednesday,8,Weight Loss,WEIG-140,1,20.01,20.01,20.01,10.0,No
TRANS-08681,2,CUST-0055,Matilde,Silva,Regular,Debit Card,Pharma Times,173,2023-06-21,2023,6,Wednesday,8,Medications,MEDI-137,1,9.98,9.98,9.98,1.5,No
TRANS-08683,1,CUST-0129,Francisco,Pereira,Regular,MB Way,Health Today,137,2023-09-13,2023,9,Wednesday,15,Dermocosmetics,DERM-180,1,17.24,17.24,17.24,6.9,No
TRANS-08684,1,CUST-0300,Leonor,Pereira,Regular,Cash,Health Today,179,2023-11-06,2023,11,Monday,14,Supplements,SUPP-102,1,30.28,30.28,30.28,13.63,No
TRANS-08685,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-07-21,2023,7,Friday,15,Dermocosmetics,DERM-113,1,26.53,26.53,26.53,10.61,No
TRANS-08686,1,CUST-0129,Francisco,Pereira,Regular,MBWay,Health Today,137,2023-08-24,2023,8,Thursday,17,Dermocosmetics,DERM-191,1,24.36,24.36,24.36,9.74,No
TRANS-08686,2,CUST-0129,Francisco,Pereira,Regular,MBWay,,137,2023-08-24,2023,8,Thursday,17,Supplements,SUPP-181,1,26.17,26.17,26.17,11.78,No
TRANS-08688,1,CUST-0293,Rodrigo,Oliveira,Regular,Cash,Pharma Times,146,2023-02-15,2023,2,Wednesday,12,Dermocosmetics,DERM-144,1,29.44,29.44,29.44,11.77,No
TRANS-08689,1,CUST-0272,Francisco,Santos,Senior,MBWay,Pharma Times,165,2023-12-05,2023,12,Tuesday,18,Medications,MEDI-104,1,16.2,16.2,16.2,2.43,No
TRANS-08690,1,CUST-0294,Francisco,Santos,Regular,Cash,Wellness Weekly,165,2023-07-15,2023,7,Saturday,10,Dermocosmetics,DERM-160,1,26.61,26.61,26.61,10.65,No
TRANS-08691,1,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-01-19,2023,1,Thursday,10,Medications,MEDI-175,1,8.77,8.77,8.77,1.32,No
TRANS-08692,1,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-04-10,2023,4,Monday,12,Dermocosmetics,DERM-159,1,24.17,24.17,24.17,9.67,No
TRANS-08692,2,CUST-0093,Matilde,Pereira,Senior,Debit Card,Wellness Weekly,183,2023-04-10,2023,4,Monday,12,Medications,MEDI-187,1,12.46,12.46,12.46,1.87,No
TRANS-08694,1,CUST-0199,Matilde,Silva,Regular,MBWay,Wellness Weekly,161,2023-10-18,2023,10,Wednesday,18,Medications,MEDI-173,1,9.37,9.37,9.37,1.41,No
TRANS-08695,1,CUST-0137,Matilde,Oliveira,Regular,MBWay,Pharma Times,154,2023-07-05,2023,7,Wednesday,12,Supplements,SUPP-180,1,15.07,15.07,15.07,6.78,No
TRANS-08695,2,CUST-0137,Matilde,Oliveira,Regular,MBWay,Pharma Times,154,2023-07-05,2023,7,Wednesday,12,Medications,MEDI-197,2,12.43,24.86,24.86,3.73,No
TRANS-08697,1,CUST-0350,Francisco,Pereira,Parent,MB Way,None,165,2023-08-16,2023,8,Wednesday,11,Baby Care,BABY-180,1,11.15,11.15,11.15,3.34,No
TRANS-08697,2,CUST-0350,Francisco,Pereira,Parent,Debit Card,None,165,2023-08-16,2023,8,Wednesday,11,Medications,MEDI-163,1,8.78,8.78,8.78,1.32,No
TRANS-08697,3,CUST-0350,Francisco,Pereira,Parent,Debit Card,None,165,2023-08-16,2023,8,Wednesday,11,Baby Care,BABY-188,1,10.42,10.42,10.42,3.13,No
TRANS-08700,1,CUST-0050,Beatriz,Oliveira,Regular,Credit Card,,183,2023-08-27,2023,8,Sunday,11,Supplements,SUPP-187,1,25.51,25.51,25.51,11.48,No
TRANS-08701,1,CUST-0094,Matilde,Pereira,Regular,MBWay,Pharma Times,166,2023-07-31,2023,7,Monday,10,Medications,MEDI-101,1,15.79,15.79,15.79,2.37,No
TRANS-08702,1,CUST-0261,Rodrigo,Costa,Regular,Debit Card,None,174,2023-06-24,2023,6,Saturday,8,Medications,MEDI-153,1,17.32,17.32,17.32,2.6,No
TRANS-08702,2,CUST-0261,Rodrigo,Costa,Regular,Debit Card,None,174,2023-06-24,2023,6,Saturday,8,Medications,MEDI-183,1,13.3,13.3,13.3,2.0,No
TRANS-08702,3,CUST-0261,Rodrigo,Costa,Regular,Debit Card,None,174,2023-06-24,2023,6,Saturday,8,Supplements,SUPP-109,1,28.12,28.12,23.91,10.76,Yes
TRANS-08705,1,CUST-0176,Francisco,Pereira,Regular,Debit Card,Health Today,165,2023-12-11,2023,12,Monday,18,Supplements,SUPP-178,1,31.84,31.84,31.84,14.33,No
TRANS-08706,1,CUST-0257,Martim,Oliveira,Regular,MBWay,Pharma Times,166,2023-07-13,2023,7,Thursday,14,Weight Loss,WEIG-162,1,48.63,48.63,48.63,24.31,No
TRANS-08706,2,CUST-0257,Martim,Oliveira,Regular,MBWay,,166,2023-07-13,2023,7,Thursday,14,Supplements,SUPP-176,1,17.25,17.25,17.25,7.76,No
TRANS-08708,1,CUST-0100,Rodrigo,Silva,Regular,Cash,None,181,2023-07-30,2023,7,Sunday,17,Dermocosmetics,DERM-136,1,29.89,29.89,25.4,10.16,Yes
TRANS-08709,1,CUST-0087,Rodrigo,Pereira,Regular,Cash,Pharma Times,165,2023-07-15,2023,7,Saturday,19,Medications,MEDI-126,1,12.93,12.93,12.93,1.94,No
TRANS-08709,2,CUST-0087,Rodrigo,Pereira,Regular,Cash,Pharma Times,165,2023-07-15,2023,7,Saturday,19,Supplements,SUPP-164,1,30.7,30.7,30.7,13.82,No
TRANS-08711,1,CUST-0180,Leonor,Pereira,Regular,MB Way,Health Today,145,2023-11-01,2023,11,Wednesday,18,Medications,MEDI-151,1,18.98,18.98,18.98,2.85,No
TRANS-08711,2,CUST-0180,Leonor,Pereira,Regular,Cash,Health Today,145,2023-11-01,2023,11,Wednesday,18,Medications,MEDI-195,2,13.67,27.33,27.33,4.1,No
TRANS-08713,1,CUST-0199,Matilde,Silva,Regular,MBWay,Wellness Weekly,161,2023-07-17,2023,7,Monday,16,Supplements,SUPP-180,1,24.67,24.67,24.67,11.1,No
TRANS-08713,2,CUST-0199,Matilde,Silva,Regular,MBWay,Wellness Weekly,161,2023-07-17,2023,7,Monday,16,Medications,MEDI-134,1,18.17,18.17,18.17,2.73,No
TRANS-08715,1,CUST-0179,Matilde,Silva,Regular,Credit Card,Health Today,156,2023-07-01,2023,7,Saturday,17,Medications,MEDI-181,1,10.58,10.58,10.58,1.59,No
TRANS-08715,2,CUST-0179,Matilde,Silva,Regular,Credit Card,Health Today,156,2023-07-01,2023,7,Saturday,17,Medications,MEDI-157,1,19.95,19.95,19.95,2.99,No
TRANS-08715,3,CUST-0179,Matilde,Silva,Regular,Credit Card,Health Today,156,2023-07-01,2023,7,Saturday,17,Dermocosmetics,DERM-183,1,34.16,34.16,29.03,11.61,Yes
TRANS-08718,1,CUST-0130,Beatriz,Santos,Parent,Cash,Pharma Times,177,2023-01-13,2023,1,Friday,20,Medications,MEDI-147,2,14.43,28.85,28.85,4.33,No
TRANS-08719,1,CUST-0308,Beatriz,Oliveira,Parent,Credit Card,None,162,2023-11-28,2023,11,Tuesday,10,Baby Care,BABY-101,1,7.18,7.18,7.18,2.15,No
TRANS-08720,1,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-11-09,2023,11,Thursday,9,Medications,MEDI-151,2,10.4,20.81,20.81,3.12,No
TRANS-08720,2,CUST-0269,Beatriz,Oliveira,Regular,Debit Card,Health Today,166,2023-11-09,2023,11,Thursday,9,Supplements,SUPP-180,1,30.55,30.55,30.55,13.75,No
TRANS-08722,1,CUST-0122,Leonor,Santos,Senior,Debit Card,Health Today,189,2023-08-14,2023,8,Monday,13,Medications,MEDI-145,1,20.0,20.0,20.0,3.0,No
TRANS-08722,2,CUST-0122,Leonor,Santos,Senior,Debit Card,Health Today,189,2023-08-14,2023,8,Monday,13,Dermocosmetics,DERM-105,1,29.46,29.46,29.46,11.78,No
TRANS-08722,3,CUST-0122,Leonor,Santos,Senior,Debit Card,Health Today,189,2023-08-14,2023,8,Monday,13,Medications,MEDI-101,1,14.98,14.98,14.98,2.25,No
TRANS-08725,1,CUST-0102,Matilde,Oliveira,Parent,Credit Card,Pharma Times,184,2023-10-01,2023,10,Sunday,12,Medications,MEDI-148,1,15.71,15.71,15.71,2.36,No
TRANS-08726,1,CUST-0096,Rodrigo,Oliveira,Senior,Credit Card,Pharma Times,167,2023-11-07,2023,11,Tuesday,17,Medications,MEDI-116,1,16.01,16.01,16.01,2.4,No
TRANS-08726,2,CUST-0096,Rodrigo,Oliveira,Senior,Credit Card,Pharma Times,167,2023-11-07,2023,11,Tuesday,17,Medications,MEDI-139,1,14.87,14.87,14.87,2.23,No
TRANS-08728,1,CUST-0142,Matilde,Silva,Parent,Cash,Health Today,184,2023-01-15,2023,1,Sunday,19,Baby Care,BABY-161,1,6.67,6.67,6.67,2.0,No
TRANS-08728,2,CUST-0142,Matilde,Silva,Parent,Cash,Health Today,184,2023-01-15,2023,1,Sunday,19,Supplements,SUPP-136,1,13.03,13.03,11.07,4.98,Yes
TRANS-08728,3,CUST-0142,Matilde,Silva,Parent,Cash,Health Today,184,2023-01-15,2023,1,Sunday,19,Dermocosmetics,DERM-150,1,39.32,39.32,39.32,15.73,No
TRANS-08731,1,CUST-0132,Beatriz,Santos,Regular,Debit Card,Health Today,170,2023-01-16,2023,1,Monday,15,Supplements,SUPP-141,1,29.04,29.04,24.69,11.11,Yes
TRANS-08731,2,CUST-0132,Beatriz,Santos,Regular,Debit Card,Health Today,170,2023-01-16,2023,1,Monday,15,Supplements,SUPP-119,1,23.33,23.33,23.33,10.5,No
TRANS-08733,1,CUST-0273,Rodrigo,Silva,Regular,Debit Card,Pharma Times,195,2023-08-20,2023,8,Sunday,13,Medications,MEDI-181,1,10.09,10.09,10.09,1.51,No
