SessionID,CustomerID,FirstName,LastName,CustomerSegment,Sofa_Color,Pillow_Size,SessionDate,Year,Month,DayOfWeek,Genre,Title,Is_Trending,Episodes_Watched,Watch_Next_Episode,User_Country,User_Age
SESS-00651,USER-0216,Ashley,Thomas,Regular User,Black,Queen,2024-04-30,2024,4,Tuesday,Drama,The Inheritance,Yes,1,Yes,USA,26
SESS-00652,USER-0031,Daniel,Taylor,Regular User,Black,Queen,2024-12-05,2024,12,Thursday,Sci-Fi,Chronos,No,1,No,USA,63
SESS-00653,USER-0215,Daniel,Jackson,Family Account,Grey,Standard,2024-12-23,2024,12,Monday,Comedy,The Misfit,Yes,1,Yes,USA,19
SESS-00654,USER-0088,Jessica,Jackson,New Subscriber,Black,King,2024-09-03,2024,9,Tuesday,Comedy,Just Kidding,No,1,No,USA,31
SESS-00655,USER-0218,Chris,Thomas,Regular User,Black,Standard,2024-06-11,2024,6,Tuesday,Drama,Last Hope,No,1,No,USA,20
SESS-00656,USER-0110,Joshua,White,Regular User,Red,Standard,2024-08-14,2024,8,Wednesday,Drama,Crossroads,No,1,No,USA,19
SESS-00657,USER-0050,Sarah,Taylor,Family Account,Beige,Queen,2024-12-12,2024,12,Thursday,Comedy,Weekend Getaway,Yes,1,Yes,USA,39
SESS-00658,USER-0293,Daniel,Thomas,Family Account,Blue,Standard,2024-04-09,2024,4,Tuesday,Family,Holiday Heist,No,1,No,USA,46
SESS-00659,USER-0045,Joshua,Thompson,New Subscriber,Black,Standard,2024-09-09,2024,9,Monday,Drama,Last Hope,No,1,No,USA,50
SESS-00660,USER-0251,Sarah,Harris,Regular User,Beige,Standard,2024-11-22,2024,11,Friday,Sci-Fi,Galaxy Runners,Yes,1,Yes,USA,53
SESS-00661,USER-0225,Chris,Taylor,Regular User,Blue,Standard,2024-10-22,2024,10,Tuesday,Sci-Fi,Dimension Drift,No,1,No,USA,27
SESS-00662,USER-0157,Ashley,Jackson,New Subscriber,Red,Queen,2024-06-21,2024,6,Friday,Drama,City Lights,No,1,No,USA,64
SESS-00663,USER-0149,Sarah,Harris,New Subscriber,Grey,Standard,2024-04-10,2024,4,Wednesday,Sci-Fi,Galaxy Runners,No,1,Yes,USA,61
SESS-00664,USER-0280,Chris,Harris,New Subscriber,Black,Queen,2024-09-11,2024,9,Wednesday,Sci-Fi,Galaxy Runners,No,1,No,USA,55
SESS-00665,USER-0147,Daniel,Thompson,New Subscriber,Blue,King,2024-08-04,2024,8,Sunday,Drama,Crossroads,No,1,No,USA,38
SESS-00666,USER-0045,Joshua,Thompson,New Subscriber,Black,Standard,2024-12-03,2024,12,Tuesday,Horror,Echoes of Fear,No,1,No,USA,48
SESS-00667,USER-0156,Amanda,Taylor,Regular User,Red,Queen,2024-11-03,2024,11,Sunday,Sci-Fi,Dimension Drift,No,2,No,USA,52
SESS-00668,USER-0100,Sarah,Martin,New Subscriber,Red,Standard,2024-12-23,2024,12,Monday,Horror,The Shadow in the Corner,Yes,1,Yes,USA,20
SESS-00669,USER-0073,Sarah,Taylor,New Subscriber,Grey,King,2024-03-26,2024,3,Tuesday,Comedy,Weekend Getaway,No,1,No,USA,36
SESS-00670,USER-0257,Sarah,Thomas,Regular User,Black,Queen,2024-08-29,2024,8,Thursday,Horror,The Shadow in the Corner,No,1,No,USA,39
SESS-00671,USER-0188,Joshua,Jackson,Regular User,Red,Standard,2024-07-09,2024,7,Tuesday,Sci-Fi,Dimension Drift,No,1,No,USA,37
SESS-00672,USER-0147,Daniel,Thompson,New Subscriber,Blue,King,2024-06-16,2024,6,Sunday,Comedy,Weekend Getaway,No,2,No,USA,53
SESS-00673,USER-0167,Daniel,Jackson,Regular User,Blue,Standard,2024-04-19,2024,4,Friday,Sci-Fi,Galaxy Runners,No,1,No,USA,36
SESS-00674,USER-0215,Daniel,Jackson,Family Account,Grey,Standard,2024-05-27,2024,5,Monday,Family,The Magical Treehouse,Yes,1,Yes,USA,63
SESS-00675,USER-0114,Matthew,Martin,Regular User,Blue,Standard,2024-03-07,2024,3,Thursday,Sci-Fi,The Omega Protocol,Yes,1,No,USA,21
SESS-00676,USER-0190,Jessica,Taylor,New Subscriber,Beige,Queen,2024-01-10,2024,1,Wednesday,Comedy,The Misfit,Yes,2,Yes,USA,49
SESS-00677,USER-0202,Ashley,Anderson,New Subscriber,Beige,Standard,2024-06-05,2024,6,Wednesday,Drama,City Lights,No,1,No,USA,25
SESS-00678,USER-0002,Joshua,Thompson,Family Account,Red,Queen,2024-10-19,2024,10,Saturday,Family,Adventures of Sparky,No,2,No,USA,43
SESS-00679,USER-0228,Chris,Taylor,Regular User,Beige,Standard,2024-04-28,2024,4,Sunday,Family,The Magical Treehouse,No,2,No,USA,18
SESS-00680,USER-0218,Chris,Thomas,Regular User,Black,Standard,2024-08-04,2024,8,Sunday,Sci-Fi,The Omega Protocol,Yes,2,Yes,USA,43
SESS-00681,USER-0252,Sarah,Thompson,Regular User,Blue,Queen,2024-08-12,2024,8,Monday,Drama,Last Hope,Yes,1,No,USA,64
SESS-00682,USER-0078,Amanda,White,Regular User,Grey,King,2024-12-14,2024,12,Saturday,Sci-Fi,Galaxy Runners,No,3,Yes,USA,60
SESS-00683,USER-0026,Jessica,Harris,Family Account,Red,Standard,2024-03-14,2024,3,Thursday,Comedy,The Misfit,No,1,No,USA,26
SESS-00684,USER-0271,Matthew,Harris,Regular User,Beige,Standard,2024-12-12,2024,12,Thursday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,52
SESS-00685,USER-0123,Sarah,Martin,Family Account,Black,Queen,2024-11-02,2024,11,Saturday,Sci-Fi,Dimension Drift,No,3,No,USA,35
SESS-00686,USER-0115,Joshua,Anderson,New Subscriber,Red,King,2024-11-09,2024,11,Saturday,Comedy,Laugh Track,No,3,No,USA,36
SESS-00687,USER-0101,Ashley,White,Family Account,Beige,Queen,2024-09-26,2024,9,Thursday,Family,Adventures of Sparky,No,1,No,USA,33
SESS-00688,USER-0108,Chris,Anderson,Family Account,Red,Queen,2024-10-09,2024,10,Wednesday,Family,Holiday Heist,No,1,No,USA,45
SESS-00689,USER-0272,Jessica,White,Regular User,Beige,Queen,2024-03-17,2024,3,Sunday,Family,Adventures of Sparky,No,3,No,USA,20
SESS-00690,USER-0108,Chris,Anderson,Family Account,Red,Queen,2024-10-12,2024,10,Saturday,Family,Holiday Heist,No,2,No,United States,35
SESS-00691,USER-0194,Ashley,Harris,Regular User,Red,Standard,2024-06-27,2024,6,Thursday,Sci-Fi,The Omega Protocol,No,1,No,USA,30
SESS-00692,USER-0020,Amanda,Jackson,Regular User,Black,King,2024-09-08,2024,9,Sunday,Comedy,Laugh Track,No,3,No,USA,44
SESS-00693,USER-0120,Jessica,Harris,Family Account,Red,Queen,2024-11-19,2024,11,Tuesday,Comedy,The Misfit,Yes,1,Yes,USA,57
SESS-00694,USER-0268,Sarah,Harris,Regular User,Red,Standard,2024-01-13,2024,1,Saturday,Family,Adventures of Sparky,No,2,No,USA,56
SESS-00695,USER-0207,Joshua,Thomas,New Subscriber,Red,Queen,2024-01-16,2024,1,Tuesday,Sci-Fi,The Omega Protocol,No,1,No,USA,41
SESS-00696,USER-0091,Matthew,Harris,Family Account,Grey,Queen,2024-10-31,2024,10,Thursday,Family,Holiday Heist,No,1,No,United States,46
SESS-00697,USER-0203,Jessica,Jackson,Family Account,Grey,King,2024-08-25,2024,8,Sunday,Family,The Magical Treehouse,No,2,No,USA,39
SESS-00698,USER-0223,Amanda,Harris,Regular User,Blue,Queen,2024-04-04,2024,4,Thursday,Sci-Fi,Galaxy Runners,No,1,No,USA,43
SESS-00699,USER-0226,Sarah,Martin,New Subscriber,,King,2024-08-21,2024,8,Wednesday,Drama,Last Hope,No,1,No,USA,37
SESS-00700,USER-0212,Jessica,Thompson,Family Account,Grey,Queen,2024-08-14,2024,8,Wednesday,Comedy,Laugh Track,No,1,No,USA,41
SESS-00701,USER-0273,Amanda,Taylor,New Subscriber,Grey,King,2024-02-04,2024,2,Sunday,Comedy,Just Kidding,No,4,No,USA,29
SESS-00702,USER-0136,Amanda,Jackson,Regular User,Black,Standard,2024-08-08,2024,8,Thursday,Sci-Fi,The Omega Protocol,Yes,1,Yes,USA,35
SESS-00703,USER-0249,Daniel,Jackson,Regular User,Red,Queen,2024-05-23,2024,5,Thursday,Sci-Fi,Galaxy Runners,No,1,No,USA,64
SESS-00704,USER-0132,Jessica,Jackson,Regular User,Blue,Queen,2024-03-12,2024,3,Tuesday,Drama,Last Hope,Yes,1,Yes,USA,29
SESS-00705,USER-0124,Daniel,Martin,New Subscriber,Black,King,2024-03-18,2024,3,Monday,Drama,Crossroads,No,1,No,USA,55
SESS-00706,USER-0256,Joshua,Jackson,Regular User,Blue,King,2024-04-06,2024,4,Saturday,Drama,Last Hope,Yes,2,Yes,USA,49
SESS-00707,USER-0141,Matthew,Martin,Family Account,Black,Standard,2024-11-06,2024,11,Wednesday,Comedy,Just Kidding,No,2,No,USA,40
SESS-00708,USER-0202,Ashley,Anderson,New Subscriber,Beige,Standard,2024-02-11,2024,2,Sunday,Comedy,Laugh Track,Yes,2,Yes,USA,21
SESS-00709,USER-0205,Sarah,Taylor,Regular User,Beige,Standard,2024-05-01,2024,5,Wednesday,Drama,Crossroads,No,1,No,USA,29
SESS-00710,USER-0240,Chris,Taylor,New Subscriber,Blue,Queen,2024-07-25,2024,7,Thursday,Drama,City Lights,No,1,No,USA,34
SESS-00711,USER-0076,Amanda,Anderson,Regular User,Red,Queen,2024-07-22,2024,7,Monday,Drama,Crossroads,Yes,1,Yes,USA,38
SESS-00712,USER-0284,Daniel,White,Regular User,Grey,Standard,2024-12-12,2024,12,Thursday,Sci-Fi,Chronos,No,1,No,USA,54
SESS-00713,USER-0182,Jessica,White,Regular User,Grey,Standard,2024-09-25,2024,9,Wednesday,Sci-Fi,Galaxy Runners,Yes,1,Yes,USA,46
SESS-00714,USER-0262,Amanda,Martin,Regular User,Blue,Queen,2024-08-07,2024,8,Wednesday,Drama,Last Hope,No,1,No,USA,23
SESS-00715,USER-0292,Joshua,Anderson,Regular User,Black,King,2024-03-23,2024,3,Saturday,Horror,Echoes of Fear,No,3,No,USA,64
SESS-00716,USER-0161,Joshua,Thompson,Regular User,Red,Queen,2024-12-19,2024,12,Thursday,Drama,The Inheritance,No,1,Yes,USA,45
SESS-00717,USER-0137,Jessica,Anderson,New Subscriber,Red,Standard,2024-11-11,2024,11,Monday,Comedy,Just Kidding,No,1,No,USA,25
SESS-00718,USER-0115,Joshua,Anderson,New Subscriber,Red,King,2024-06-25,2024,6,Tuesday,Drama,Last Hope,Yes,1,Yes,USA,48
SESS-00719,USER-0147,Daniel,Thompson,New Subscriber,Blue,King,2024-06-13,2024,6,Thursday,Drama,City Lights,No,1,No,USA,37
SESS-00720,USER-0290,Daniel,Thomas,Regular User,Grey,Queen,2024-07-19,2024,7,Friday,Drama,The Inheritance,No,1,No,USA,33
SESS-00721,USER-0294,Daniel,Thompson,Regular User,Grey,King,2024-11-05,2024,11,Tuesday,Drama,Last Hope,No,1,Yes,USA,30
SESS-00722,USER-0073,Sarah,Taylor,New Subscriber,Grey,King,2024-12-23,2024,12,Monday,Comedy,Weekend Getaway,No,1,No,USA,32
SESS-00723,USER-0044,Sarah,Thomas,Regular User,Beige,Standard,2024-06-14,2024,6,Friday,Comedy,Laugh Track,No,1,Yes,USA,30
SESS-00724,USER-0076,Amanda,Anderson,Regular User,Red,Queen,2024-09-11,2024,9,Wednesday,Family,The Magical Treehouse,No,1,No,USA,64
SESS-00725,USER-0031,Daniel,Taylor,Regular User,Black,Queen,2024-08-31,2024,8,Saturday,Horror,Don't Look Back,No,1,No,USA,19
SESS-00726,USER-0241,Ashley,Thomas,Family Account,Grey,Standard,2024-12-20,2024,12,Friday,Comedy,Weekend Getaway,No,1,No,USA,37
SESS-00727,USER-0276,Matthew,Thompson,Family Account,Beige,Standard,2024-12-20,2024,12,Friday,Comedy,Just Kidding,No,1,No,USA,45
SESS-00728,USER-0184,Daniel,Taylor,New Subscriber,Blue,King,2024-05-03,2024,5,Friday,Comedy,Weekend Getaway,No,1,No,USA,35
SESS-00729,USER-0060,Amanda,Martin,Family Account,Black,Queen,2024-08-10,2024,8,Saturday,Family,Holiday Heist,No,2,No,USA,24
SESS-00730,USER-0020,Amanda,Jackson,Regular User,Black,King,2024-09-11,2024,9,Wednesday,Sci-Fi,Chronos,No,1,Yes,USA,38
SESS-00731,USER-0207,Joshua,Thomas,New Subscriber,Red,Queen,2024-11-09,2024,11,Saturday,Comedy,Just Kidding,No,3,No,USA,58
SESS-00732,USER-0178,Daniel,Thompson,Family Account,Grey,Queen,2024-10-18,2024,10,Friday,Sci-Fi,The Omega Protocol,No,1,No,USA,56
SESS-00733,USER-0081,Chris,White,New Subscriber,Black,Standard,2024-03-14,2024,3,Thursday,Sci-Fi,Chronos,Yes,1,Yes,USA,26
SESS-00734,USER-0224,Ashley,Taylor,Family Account,Grey,Standard,2024-06-22,2024,6,Saturday,Family,The Magical Treehouse,No,2,No,USA,61
SESS-00735,USER-0156,Amanda,Taylor,Regular User,Red,Queen,2024-10-01,2024,10,Tuesday,Comedy,The Misfit,No,1,No,USA,27
SESS-00736,USER-0293,Daniel,Thomas,Family Account,Blue,Standard,2024-10-21,2024,10,Monday,Family,Adventures of Sparky,No,1,No,USA,48
SESS-00737,USER-0206,Amanda,Thompson,New Subscriber,Blue,Standard,2024-10-15,2024,10,Tuesday,Comedy,Laugh Track,No,1,Yes,USA,59
SESS-00738,USER-0283,Daniel,Harris,New Subscriber,Red,King,2024-02-10,2024,2,Saturday,Drama,Crossroads,No,3,No,USA,30
SESS-00739,USER-0022,Matthew,Thompson,Regular User,Black,King,2024-09-03,2024,9,Tuesday,Comedy,Just Kidding,No,1,No,USA,22
SESS-00740,USER-0223,Amanda,Harris,Regular User,Blue,Queen,2024-11-02,2024,11,Saturday,Drama,Crossroads,No,4,Yes,USA,57
SESS-00741,USER-0221,Amanda,Taylor,Regular User,Grey,Standard,2024-04-16,2024,4,Tuesday,Sci-Fi,Dimension Drift,No,1,No,USA,59
SESS-00742,USER-0033,Ashley,Harris,New Subscriber,Black,King,2024-03-12,2024,3,Tuesday,Comedy,Weekend Getaway,No,1,No,USA,55
SESS-00743,USER-0258,Jessica,Jackson,Family Account,Black,Queen,2024-11-27,2024,11,Wednesday,Comedy,Just Kidding,Yes,2,Yes,USA,60
SESS-00744,USER-0013,Joshua,White,Regular User,Black,Queen,2024-12-17,2024,12,Tuesday,Family,Adventures of Sparky,No,5,No,USA,53
SESS-00745,USER-0272,Jessica,White,Regular User,Beige,Queen,2024-03-15,2024,3,Friday,Family,The Magical Treehouse,No,1,No,USA,19
SESS-00746,USER-0226,Sarah,Martin,New Subscriber,Blue,King,2024-09-22,2024,9,Sunday,Comedy,Weekend Getaway,Yes,3,Yes,USA,23
SESS-00747,USER-0121,Joshua,Martin,Regular User,,King,2024-01-04,2024,1,Thursday,Comedy,Laugh Track,No,1,No,USA,30
SESS-00748,USER-0074,Matthew,Jackson,Regular User,Red,Standard,2024-02-08,2024,2,Thursday,Sci-Fi,Chronos,Yes,1,Yes,USA,46
SESS-00749,USER-0027,Amanda,White,Family Account,Red,King,2024-10-13,2024,10,Sunday,Family,The Magical Treehouse,No,2,No,USA,61
SESS-00750,USER-0077,Daniel,Taylor,Regular User,Blue,Queen,2024-11-30,2024,11,Saturday,Sci-Fi,Dimension Drift,Yes,3,Yes,USA,31
SESS-00751,USER-0280,Chris,Harris,New Subscriber,Black,Queen,2024-06-30,2024,6,Sunday,Drama,Last Hope,Yes,2,Yes,USA,47
SESS-00752,USER-0283,Daniel,Harris,New Subscriber,Red,King,2024-02-04,2024,2,Sunday,Drama,Crossroads,Yes,4,Yes,USA,42
SESS-00753,USER-0124,Daniel,Martin,New Subscriber,Black,King,2024-10-05,2024,10,Saturday,Comedy,Weekend Getaway,No,2,No,USA,57
SESS-00754,USER-0036,Sarah,Harris,Regular User,Blue,Queen,2024-11-14,2024,11,Thursday,Comedy,Laugh Track,No,2,No,USA,52
SESS-00755,USER-0027,Amanda,White,Family Account,Red,King,2024-12-17,2024,12,Tuesday,Drama,Crossroads,Yes,1,Yes,USA,54
SESS-00756,USER-0272,Jessica,White,Regular User,Beige,Queen,2024-08-29,2024,8,Thursday,Drama,The Inheritance,Yes,1,Yes,USA,24
SESS-00757,USER-0116,Joshua,Thomas,New Subscriber,Black,Standard,2024-01-15,2024,1,Monday,Drama,The Inheritance,No,1,No,USA,55
SESS-00758,USER-0004,Matthew,Anderson,New Subscriber,Blue,Queen,2024-10-26,2024,10,Saturday,Comedy,The Misfit,No,2,No,USA,35
SESS-00759,USER-0056,Daniel,Harris,New Subscriber,Black,King,2024-07-03,2024,7,Wednesday,Family,The Magical Treehouse,No,1,Yes,USA,25
SESS-00760,USER-0114,Matthew,Martin,Regular User,Blue,Standard,2024-06-20,2024,6,Thursday,Comedy,Just Kidding,No,1,No,USA,24
SESS-00761,USER-0193,Sarah,Harris,New Subscriber,Grey,Queen,2024-08-09,2024,8,Friday,Sci-Fi,Galaxy Runners,No,1,No,USA,51
SESS-00762,USER-0015,Sarah,White,New Subscriber,Beige,King,2024-06-27,2024,6,Thursday,Sci-Fi,Galaxy Runners,No,1,No,USA,53
SESS-00763,USER-0191,Joshua,Taylor,Regular User,Grey,Standard,2024-12-22,2024,12,Sunday,Family,Adventures of Sparky,No,6,No,USA,58
SESS-00764,USER-0295,Joshua,Martin,Family Account,Black,Standard,2024-04-18,2024,4,Thursday,Family,Adventures of Sparky,No,1,No,USA,27
SESS-00765,USER-0299,Amanda,White,New Subscriber,Beige,Queen,2024-02-19,2024,2,Monday,Sci-Fi,Chronos,No,1,Yes,USA,57
SESS-00766,USER-0078,Amanda,White,Regular User,Grey,King,2024-10-17,2024,10,Thursday,Drama,The Inheritance,No,1,No,USA,46
SESS-00767,USER-0079,Ashley,Jackson,Family Account,Beige,Standard,2024-02-12,2024,2,Monday,Comedy,Weekend Getaway,No,1,Yes,USA,33
SESS-00768,USER-0064,Sarah,Harris,regular user,Beige,King,2024-01-14,2024,1,Sunday,Sci-Fi,The Omega Protocol,No,2,No,USA,42
SESS-00769,USER-0140,Joshua,Thompson,Family Account,Red,King,2024-09-11,2024,9,Wednesday,Comedy,Just Kidding,No,1,No,USA,46
SESS-00770,USER-0158,Matthew,Anderson,New Subscriber,,Queen,2024-04-05,2024,4,Friday,Comedy,The Misfit,No,1,No,USA,25
SESS-00771,USER-0042,Sarah,Martin,Regular User,Beige,Standard,2024-02-21,2024,2,Wednesday,Comedy,Just Kidding,No,1,No,USA,37
SESS-00772,USER-0067,Daniel,Harris,Regular User,Blue,Standard,2024-08-11,2024,8,Sunday,Sci-Fi,Dimension Drift,No,1,Yes,USA,53
SESS-00773,USER-0249,Daniel,Jackson,Regular User,Red,Queen,2024-08-18,2024,8,Sunday,Sci-Fi,The Omega Protocol,No,2,No,USA,44
SESS-00774,USER-0056,Daniel,Harris,New Subscriber,Black,King,2024-04-22,2024,4,Monday,Drama,City Lights,Yes,1,Yes,USA,30
SESS-00775,USER-0276,Matthew,Thompson,Family Account,Beige,Standard,2024-05-04,2024,5,Saturday,Sci-Fi,Galaxy Runners,No,3,No,USA,43
SESS-00776,USER-0084,Chris,Harris,New Subscriber,Black,Queen,2024-05-07,2024,5,Tuesday,Comedy,Weekend Getaway,No,1,No,USA,59
SESS-00777,USER-0007,Chris,White,Family Account,Blue,Standard,2024-04-16,2024,4,Tuesday,Family,Adventures of Sparky,No,1,No,USA,42
SESS-00778,USER-0093,Daniel,Jackson,Family Account,Blue,King,2024-09-20,2024,9,Friday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,45
SESS-00779,USER-0187,Ashley,Taylor,Family Account,Beige,King,2024-08-01,2024,8,Thursday,Family,Adventures of Sparky,No,1,No,United States,26
SESS-00780,USER-0283,Daniel,Harris,New Subscriber,Red,King,2024-07-20,2024,7,Saturday,Comedy,Weekend Getaway,No,1,Yes,USA,43
SESS-00781,USER-0171,Ashley,Thomas,Regular User,Grey,Queen,2024-10-10,2024,10,Thursday,Horror,The Shadow in the Corner,Yes,5,Yes,USA,29
SESS-00782,USER-0285,Matthew,Taylor,Regular User,Grey,Standard,2024-10-21,2024,10,Monday,Family,Holiday Heist,No,1,No,USA,43
SESS-00783,USER-0111,Chris,Taylor,Regular User,Red,Queen,2024-10-05,2024,10,Saturday,Sci-Fi,Galaxy Runners,Yes,3,Yes,USA,64
SESS-00784,USER-0028,Daniel,Thompson,New Subscriber,Black,King,2024-02-17,2024,2,Saturday,Sci-Fi,Chronos,Yes,3,Yes,USA,39
SESS-00785,USER-0171,Ashley,Thomas,Regular User,Grey,Queen,2024-08-20,2024,8,Tuesday,Drama,The Inheritance,No,1,Yes,USA,18
SESS-00786,USER-0247,Jessica,Thomas,Family Account,Red,Standard,2024-08-20,2024,8,Tuesday,Family,Holiday Heist,No,1,No,USA,29
SESS-00787,USER-0141,Matthew,Martin,Family Account,Black,Standard,2024-11-13,2024,11,Wednesday,Drama,The Inheritance,No,1,No,USA,41
SESS-00788,USER-0267,Joshua,Martin,Regular User,Red,Standard,2024-02-28,2024,2,Wednesday,Drama,Crossroads,No,2,No,USA,47
SESS-00789,USER-0059,Daniel,Anderson,Regular User,Red,Standard,2024-05-31,2024,5,Friday,Family,Adventures of Sparky,No,1,No,USA,31
SESS-00790,USER-0175,Amanda,Anderson,Regular User,Beige,King,2024-05-09,2024,5,Thursday,Drama,The Inheritance,No,1,Yes,USA,40
SESS-00791,USER-0209,Amanda,White,Family Account,Black,King,2024-07-05,2024,7,Friday,Sci-Fi,Dimension Drift,No,1,No,USA,19
SESS-00792,USER-0201,Chris,Martin,Regular User,Blue,Queen,2024-08-07,2024,8,Wednesday,Sci-Fi,Chronos,Yes,1,Yes,USA,20
SESS-00793,USER-0171,Ashley,Thomas,Regular User,,Queen,2024-04-30,2024,4,Tuesday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,23
SESS-00794,USER-0255,Chris,Martin,New Subscriber,Grey,King,2024-08-05,2024,8,Monday,Comedy,Weekend Getaway,No,1,No,USA,36
SESS-00795,USER-0181,Jessica,Martin,New Subscriber,Black,King,2024-11-12,2024,11,Tuesday,Drama,The Inheritance,Yes,1,Yes,USA,38
SESS-00796,USER-0145,Joshua,Taylor,Family Account,Grey,King,2024-03-08,2024,3,Friday,Comedy,Laugh Track,No,1,No,USA,62
SESS-00797,USER-0220,Sarah,Thompson,Family Account,Beige,Standard,2024-04-02,2024,4,Tuesday,Family,The Magical Treehouse,No,1,No,USA,37
SESS-00798,USER-0262,Amanda,Martin,Regular User,Blue,Queen,2024-06-07,2024,6,Friday,Sci-Fi,Galaxy Runners,No,1,No,USA,38
SESS-00799,USER-0160,Joshua,Harris,New Subscriber,Black,Queen,2024-07-16,2024,7,Tuesday,Drama,City Lights,No,1,Yes,USA,57
SESS-00800,USER-0112,Matthew,Martin,New Subscriber,Beige,King,2024-12-30,2024,12,Monday,Drama,Crossroads,No,1,Yes,USA,21
SESS-00801,USER-0192,Matthew,Anderson,Family Account,Blue,Queen,2024-04-15,2024,4,Monday,Drama,City Lights,Yes,1,Yes,USA,42
SESS-00802,USER-0103,Sarah,Harris,Regular User,Blue,King,2024-02-09,2024,2,Friday,Sci-Fi,The Omega Protocol,Yes,2,Yes,USA,24
SESS-00803,USER-0056,Daniel,Harris,New Subscriber,Black,King,2024-08-15,2024,8,Thursday,Drama,The Inheritance,Yes,1,Yes,USA,24
SESS-00804,USER-0244,Jessica,Martin,Regular User,Red,Standard,2024-04-06,2024,4,Saturday,Comedy,The Misfit,No,3,No,USA,50
SESS-00805,USER-0296,Daniel,Thompson,New Subscriber,Grey,Queen,2024-04-08,2024,4,Monday,Comedy,Weekend Getaway,No,1,No,USA,43
SESS-00806,USER-0057,Matthew,Jackson,Regular User,Blue,King,2024-09-04,2024,9,Wednesday,Drama,Last Hope,Yes,1,Yes,USA,34
SESS-00807,USER-0209,Amanda,White,Family Account,Black,King,2024-10-12,2024,10,Saturday,Family,The Magical Treehouse,No,3,No,USA,25
SESS-00808,USER-0280,Chris,Harris,New Subscriber,Black,Queen,2024-06-23,2024,6,Sunday,Sci-Fi,Chronos,No,2,Yes,USA,43
SESS-00809,USER-0161,Joshua,Thompson,Regular User,Red,Queen,2024-12-22,2024,12,Sunday,Family,Holiday Heist,No,6,No,USA,32
SESS-00810,USER-0271,Matthew,Harris,Regular User,Beige,Standard,2024-08-17,2024,8,Saturday,Family,Adventures of Sparky,No,2,Yes,USA,37
SESS-00811,USER-0232,Chris,White,Regular User,Red,Queen,2024-04-09,2024,4,Tuesday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,36
SESS-00812,USER-0054,Chris,Taylor,Regular User,Black,King,2024-09-06,2024,9,Friday,Family,Adventures of Sparky,No,1,No,USA,24
SESS-00813,USER-0293,Daniel,Thomas,Family Account,Blue,Standard,2024-01-29,2024,1,Monday,Sci-Fi,Dimension Drift,Yes,2,Yes,USA,62
SESS-00814,USER-0149,Sarah,Harris,New Subscriber,Grey,Standard,2024-05-14,2024,5,Tuesday,Drama,City Lights,Yes,1,Yes,USA,18
SESS-00815,USER-0020,Amanda,Jackson,Regular User,Black,King,2024-11-01,2024,11,Friday,Sci-Fi,Chronos,Yes,2,Yes,USA,56
SESS-00816,USER-0300,Amanda,Martin,Regular User,Grey,Queen,2024-12-05,2024,12,Thursday,Drama,City Lights,Yes,1,Yes,USA,54
SESS-00817,USER-0067,Daniel,Harris,Regular User,Blue,Standard,2024-09-20,2024,9,Friday,Drama,Last Hope,Yes,1,Yes,United States,35
SESS-00818,USER-0004,Matthew,Anderson,New Subscriber,Blue,Queen,2024-02-04,2024,2,Sunday,Drama,Last Hope,No,3,Yes,USA,25
SESS-00819,USER-0232,Chris,White,Regular User,Red,Queen,2024-01-25,2024,1,Thursday,Sci-Fi,Dimension Drift,Yes,1,Yes,USA,32
SESS-00820,USER-0156,Amanda,Taylor,Regular User,Red,Queen,2024-06-05,2024,6,Wednesday,Drama,Crossroads,Yes,1,Yes,USA,23
SESS-00821,USER-0179,Sarah,Thompson,Regular User,Black,King,2024-04-01,2024,4,Monday,Drama,The Inheritance,Yes,1,Yes,USA,54
SESS-00822,USER-0049,Sarah,White,New Subscriber,Black,King,2024-05-21,2024,5,Tuesday,Comedy,Weekend Getaway,No,1,Yes,USA,39
SESS-00823,USER-0153,Chris,White,New Subscriber,Blue,King,2024-02-09,2024,2,Friday,Sci-Fi,Chronos,No,1,Yes,USA,28
SESS-00824,USER-0244,Jessica,Martin,Regular User,Red,Standard,2024-08-05,2024,8,Monday,Family,Holiday Heist,No,1,No,USA,43
SESS-00825,USER-0046,Ashley,Taylor,New Subscriber,Red,King,2024-04-13,2024,4,Saturday,Sci-Fi,Chronos,Yes,2,Yes,USA,25
SESS-00826,USER-0036,Sarah,Harris,Regular User,Blue,Queen,2024-01-08,2024,1,Monday,Sci-Fi,Galaxy Runners,No,2,No,USA,26
SESS-00827,USER-0247,Jessica,Thomas,Family Account,Red,Standard,2024-11-24,2024,11,Sunday,Family,The Magical Treehouse,No,2,No,USA,30
SESS-00828,USER-0177,Matthew,Jackson,Family Account,Beige,Queen,2024-02-22,2024,2,Thursday,Comedy,The Misfit,No,1,No,USA,20
SESS-00829,USER-0299,Amanda,White,New Subscriber,Beige,Queen,2024-12-19,2024,12,Thursday,Comedy,The Misfit,No,1,No,USA,20
SESS-00830,USER-0278,Ashley,Taylor,New Subscriber,,Standard,2024-09-06,2024,9,Friday,Drama,City Lights,Yes,1,Yes,USA,24
