OrderID,CustomerID,FirstName,LastName,CustomerSegment,PetAtHome,DreamDestination,SmartwatchBrand,OrderDate,Year,Month,DayOfWeek,Hour,RestaurantType,ItemsInOrder,OrderValue,DeliveryTimeMins,OnTimeDelivery,City
ORD-01941,CUST-0265,Michael,Thompson,Frequent Diner,Dog,Tokyo,None,2024-10-30,2024,10,Wednesday,22,Healthy,3,24.0,35.8,Yes,Lisboa
ORD-01942,CUST-0019,Matt,Brown,Frequent Diner,Cat,New York,None,2024-08-30,2024,8,Friday,13,Healthy,3,31.84,30.9,Yes,Lisboa
ORD-01943,CUST-0301,Amanda,Thompson,New User,Cat,New York,None,2024-11-05,2024,11,Tuesday,17,Italian,3,30.0,35.8,Yes,Lisboa
ORD-01944,CUST-0308,Chris,Miller,Frequent Diner,Cat,New York,None,2024-02-19,2024,2,Monday,21,Burger,1,23.0,47.3,No,Lisboa
ORD-01945,CUST-0245,Sarah,Anderson,Frequent Diner,Cat,Tokyo,Samsung,2024-01-05,2024,1,Friday,13,Italian,4,37.76,32.5,Yes,Lisboa
ORD-01946,CUST-0127,Chris,Thompson,Weekend Special,None,Tokyo,None,2024-04-21,2024,4,Sunday,12,Burger,1,18.0,46.8,No,Lisboa
ORD-01947,CUST-0054,Amanda,Taylor,New User,Dog,Rome,Samsung,2024-04-18,2024,4,Thursday,11,Pizza,2,22.0,36.8,Yes,Lisboa
ORD-01948,CUST-0201,Jessica,Anderson,New User,Bird,New York,Samsung,2024-09-17,2024,9,Tuesday,12,Burger,2,18.0,33.7,Yes,Lisboa
ORD-01949,CUST-0081,Amanda,Martin,New User,Fish,Tokyo,Garmin,2024-02-02,2024,2,Friday,13,Italian,3,36.55,34.5,Yes,Lisboa
ORD-01950,CUST-0039,Sarah,Anderson,Frequent Diner,Cat,Tokyo,Garmin,2024-07-03,2024,7,Wednesday,21,Burger,1,23.0,46.0,No,Lisboa
ORD-01951,CUST-0043,Michael,Anderson,Weekend Special,Fish,Bali,Apple,2024-12-20,2024,12,Friday,20,Healthy,2,22.75,50.4,No,Lisboa
ORD-01952,CUST-0035,Sarah,Thompson,Frequent Diner,None,Paris,Samsung,2024-09-26,2024,9,Thursday,13,Sushi,4,40.0,40.7,Yes,Lisboa
ORD-01953,CUST-0192,Matt,Miller,Frequent Diner,Dog,Bali,Apple,2024-02-02,2024,2,Friday,18,Sushi,5,40.62,45.2,No,Lisboa
ORD-01954,CUST-0212,Amanda,Moore,New User,None,Bali,Apple,2024-02-13,2024,2,Tuesday,18,Burger,1,18.0,32.7,Yes,Lisboa
ORD-01955,CUST-0342,Ashley,Anderson,Weekend Special,None,Tokyo,Fitbit,2024-07-05,2024,7,Friday,17,Sushi,5,49.35,41.4,Yes,Lisboa
ORD-01956,CUST-0080,David,Martin,Frequent Diner,None,Rome,Garmin,2024-04-22,2024,4,Monday,22,Healthy,2,24.0,36.9,Yes,Lisboa
ORD-01957,CUST-0186,Ashley,Moore,Frequent Diner,None,Rome,Fitbit,2024-03-07,2024,3,Thursday,14,Burger,2,23.0,34.9,Yes,Lisboa
ORD-01958,CUST-0166,Matt,Miller,Frequent Diner,Cat,Paris,Samsung,2024-10-11,2024,10,Friday,19,Sushi,5,42.15,61.9,No,Lisboa
ORD-01959,CUST-0224,Sarah,Moore,Frequent Diner,None,Paris,Garmin,2024-04-09,2024,4,Tuesday,12,Burger,1,23.0,28.1,Yes,Lisboa
ORD-01960,CUST-0076,Chris,Taylor,Frequent Diner,Cat,Rome,Garmin,2024-10-07,2024,10,Monday,13,Healthy,2,24.0,37.8,Yes,Lisboa
ORD-01961,CUST-0091,Jessica,Anderson,New User,Bird,New York,Apple,2024-11-07,2024,11,Thursday,19,Burger,1,18.0,48.3,No,Lisboa
ORD-01962,CUST-0121,Amanda,Taylor,Frequent Diner,None,Paris,None,2024-07-01,2024,7,Monday,15,Healthy,2,28.75,39.5,Yes,Lisboa
ORD-01963,CUST-0270,Amanda,Taylor,New User,Cat,Tokyo,Samsung,2024-11-09,2024,11,Saturday,14,Burger,1,22.25,45.0,Yes,Lisboa
ORD-01964,CUST-0100,Amanda,Moore,Frequent Diner,Fish,New York,Fitbit,2024-06-28,2024,6,Friday,19,Pizza,2,29.29,54.0,No,Lisboa
ORD-01965,CUST-0210,Jessica,Thompson,Frequent Diner,Dog,Rome,Apple,2024-06-02,2024,6,Sunday,20,Burger,2,23.0,58.8,No,Lisboa
ORD-01966,CUST-0081,Amanda,Martin,New User,Fish,Tokyo,Garmin,2024-07-29,2024,7,Monday,18,Pizza,1,18.7,32.3,Yes,Lisboa
ORD-01967,CUST-0159,Michael,Wilson,Frequent Diner,Bird,Rome,Apple,2024-09-12,2024,9,Thursday,19,Healthy,2,24.0,46.7,No,Lisboa
ORD-01968,CUST-0142,Chris,Miller,Frequent Diner,Cat,New York,Fitbit,2024-12-12,2024,12,Thursday,17,Burger,1,23.0,31.6,Yes,Lisboa
ORD-01969,CUST-0018,Matt,Anderson,New User,None,Paris,Apple,2024-08-20,2024,8,Tuesday,18,Healthy,1,23.75,36.8,Yes,Lisboa
ORD-01970,CUST-0267,Sarah,Martin,Frequent Diner,Fish,Tokyo,Garmin,2024-05-05,2024,5,Sunday,12,Pizza,3,27.0,39.0,Yes,Lisboa
ORD-01971,CUST-0006,Chris,Brown,New User,Fish,Bali,Fitbit,2024-03-03,2024,3,Sunday,14,Pizza,1,22.0,49.0,No,Lisboa
ORD-01972,CUST-0181,Michael,Thompson,Frequent Diner,Dog,New York,Fitbit,2024-12-16,2024,12,Monday,18,Healthy,2,22.1,30.5,Yes,Lisboa
ORD-01973,CUST-0280,Matt,Martin,Weekend Special,Fish,Paris,Garmin,2024-01-26,2024,1,Friday,14,Burger,1,22.88,37.3,Yes,Lisboa
ORD-01974,CUST-0207,Sarah,Brown,Frequent Diner,Cat,Rome,Apple,2024-06-07,2024,6,Friday,19,Burger,3,30.65,53.2,No,Lisboa
ORD-01975,CUST-0014,Michael,Anderson,Frequent Diner,Dog,Paris,Garmin,2024-12-12,2024,12,Thursday,13,Healthy,2,22.1,33.4,Yes,Lisboa
ORD-01976,CUST-0057,Matt,Taylor,Frequent Diner,Dog,Bali,None,2024-11-29,2024,11,Friday,13,Italian,4,40.18,32.1,Yes,Lisboa
ORD-01977,CUST-0056,David,Wilson,Frequent Diner,Cat,New York,Samsung,2024-01-01,2024,1,Monday,21,Pizza,3,31.4,48.6,No,Lisboa
ORD-01978,CUST-0329,Ashley,Wilson,New User,Bird,Paris,Samsung,2024-10-11,2024,10,Friday,12,Burger,3,24.94,36.9,Yes,Lisboa
ORD-01979,CUST-0252,David,Miller,Frequent Diner,Bird,Bali,Samsung,2024-05-13,2024,5,Monday,12,Sushi,5,40.0,40.5,Yes,Lisboa
ORD-01980,CUST-0223,Matt,Thompson,Frequent Diner,None,Tokyo,None,2024-02-10,2024,2,Saturday,20,Sushi,5,41.18,67.9,No,Lisboa
ORD-01981,CUST-0281,Chris,Martin,New User,Bird,Bali,Garmin,2024-08-06,2024,8,Tuesday,19,Italian,2,21.25,45.8,No,Lisboa
ORD-01982,CUST-0197,Matt,Anderson,Frequent Diner,Dog,Paris,Garmin,2024-11-20,2024,11,Wednesday,20,Sushi,4,36.5,60.0,No,Lisboa
ORD-01983,CUST-0170,Ashley,Taylor,Frequent Diner,Bird,Rome,None,2024-05-04,2024,5,Saturday,16,Pizza,3,30.4,42.4,Yes,Lisboa
ORD-01984,CUST-0142,Chris,Miller,Frequent Diner,Cat,New York,Fitbit,2024-10-20,2024,10,Sunday,19,Pizza,3,27.0,52.1,No,Lisboa
ORD-01985,CUST-0246,Amanda,Miller,New User,Bird,Bali,Apple,2024-10-22,2024,10,Tuesday,14,Healthy,2,19.0,38.9,Yes,Lisboa
ORD-01986,CUST-0076,Chris,Taylor,Frequent Diner,Cat,Rome,Garmin,2024-03-20,2024,3,Wednesday,14,Healthy,3,24.0,37.9,Yes,Lisboa
ORD-01987,CUST-0221,Jessica,Taylor,Frequent Diner,Bird,Bali,Apple,2024-03-28,2024,3,Thursday,13,Burger,1,23.0,33.0,Yes,Lisboa
ORD-01988,CUST-0177,Jessica,Taylor,New User,Bird,Rome,None,2024-01-01,2024,1,Monday,18,pizza,3,26.4,28.8,Yes,Lisboa
ORD-01989,CUST-0249,Chris,Miller,New User,None,Paris,None,2024-05-28,2024,5,Tuesday,20,Sushi,4,35.0,59.1,No,Lisboa
ORD-01990,CUST-0126,Michael,Thompson,New User,Fish,Paris,Samsung,2024-05-27,2024,5,Monday,13,Burger,2,18.0,37.9,Yes,Lisboa
ORD-01991,CUST-0026,Ashley,Martin,Frequent Diner,None,Tokyo,Fitbit,2024-06-14,2024,6,Friday,20,Pizza,2,26.39,51.6,No,Lisboa
ORD-01992,CUST-0149,David,Thompson,New User,Fish,Bali,None,2024-01-05,2024,1,Friday,19,Pizza,3,32.2,43.2,Yes,Lisboa
ORD-01993,CUST-0130,Amanda,Martin,Weekend Special,Dog,Paris,Apple,2024-08-30,2024,8,Friday,12,Burger,1,22.5,29.3,Yes,Lisboa
ORD-01994,CUST-0320,Sarah,Brown,Weekend Special,Bird,Paris,None,2024-09-01,2024,9,Sunday,16,Burger,2,18.0,50.6,No,Lisboa
ORD-01995,CUST-0329,Ashley,Wilson,New User,Bird,Paris,Samsung,2024-10-15,2024,10,Tuesday,15,Burger,2,18.0,32.3,Yes,Lisboa
ORD-01996,CUST-0305,Chris,Wilson,New User,Bird,Paris,None,2024-02-08,2024,2,Thursday,20,Burger,2,18.0,43.7,Yes,Lisboa
ORD-01997,CUST-0301,Amanda,Thompson,New User,Cat,New York,None,2024-09-06,2024,9,Friday,13,Healthy,2,26.86,34.5,Yes,Lisboa
ORD-01998,CUST-0210,Jessica,Thompson,Frequent Diner,Dog,Rome,Apple,2024-07-12,2024,7,Friday,12,Burger,3,28.2,28.2,Yes,Lisboa
ORD-01999,CUST-0163,Amanda,Martin,Frequent Diner,Fish,Tokyo,Garmin,2024-10-24,2024,10,Thursday,16,Italian,3,30.0,33.1,Yes,Lisboa
ORD-02000,CUST-0286,David,Miller,Frequent Diner,Dog,Bali,Apple,2024-02-17,2024,2,Saturday,17,Italian,4,38.79,50.4,No,Lisboa
ORD-02001,CUST-0224,Sarah,Moore,Frequent Diner,None,Paris,Garmin,2024-07-05,2024,7,Friday,21,Pizza,2,28.35,44.0,Yes,Lisboa
ORD-02002,CUST-0271,Matt,Martin,New User,None,Rome,Garmin,2024-09-26,2024,9,Thursday,14,Healthy,1,19.0,33.5,Yes,Lisboa
ORD-02003,CUST-0231,Chris,Taylor,Frequent Diner,None,Bali,Apple,2024-06-02,2024,6,Sunday,22,Pizza,1,23.7,37.1,Yes,Lisboa
ORD-02004,CUST-0305,Chris,Wilson,New User,Bird,Paris,None,2024-12-15,2024,12,Sunday,13,Sushi,3,31.5,56.8,No,Lisbon
ORD-02005,CUST-0336,Michael,Miller,New User,Dog,Tokyo,Fitbit,2024-07-04,2024,7,Thursday,17,Pizza,2,18.7,31.5,Yes,Lisboa
ORD-02006,CUST-0126,Michael,Thompson,New User,Fish,Paris,Samsung,2024-02-27,2024,2,Tuesday,21,Pizza,3,26.4,54.0,No,Lisboa
ORD-02007,CUST-0314,Chris,Martin,Frequent Diner,Bird,Bali,Fitbit,2024-10-01,2024,10,Tuesday,19,Healthy,2,24.0,51.5,No,Lisboa
ORD-02008,CUST-0135,Michael,Brown,Frequent Diner,Fish,Bali,Apple,2024-05-15,2024,5,Wednesday,13,Healthy,3,24.0,39.6,Yes,Lisboa
ORD-02009,CUST-0308,Chris,Miller,Frequent Diner,Cat,New York,None,2024-07-18,2024,7,Thursday,19,Healthy,2,28.75,48.6,No,Lisboa
ORD-02010,CUST-0223,Matt,Thompson,Frequent Diner,None,Tokyo,None,2024-05-04,2024,5,Saturday,13,Pizza,3,30.92,44.4,Yes,Lisboa
ORD-02011,CUST-0174,Michael,Moore,New User,None,New York,Samsung,2024-09-02,2024,9,Monday,20,Burger,1,18.0,41.5,Yes,Lisboa
ORD-02012,CUST-0245,Sarah,Anderson,Frequent Diner,Cat,Tokyo,Samsung,2024-09-04,2024,9,Wednesday,20,Burger,2,23.0,40.8,Yes,Lisboa
ORD-02013,CUST-0225,Jessica,Miller,Frequent Diner,Dog,Bali,Fitbit,2024-11-23,2024,11,Saturday,14,Healthy,3,24.95,42.6,Yes,Lisboa
ORD-02014,CUST-0260,Michael,Miller,Frequent Diner,None,Paris,Apple,2024-05-20,2024,5,Monday,21,Burger,2,23.0,50.2,No,Lisboa
ORD-02015,CUST-0197,Matt,Anderson,Frequent Diner,Dog,Paris,Garmin,2024-02-07,2024,2,Wednesday,12,Healthy,2,22.1,37.9,Yes,Lisboa
ORD-02016,CUST-0318,Matt,Thompson,Frequent Diner,Fish,Paris,Fitbit,2024-02-11,2024,2,Sunday,19,Pizza,3,31.4,64.3,No,Lisboa
ORD-02017,CUST-0289,David,Martin,Frequent Diner,None,Rome,Samsung,2024-09-22,2024,9,Sunday,18,Pizza,2,27.0,37.7,Yes,Lisboa
ORD-02018,CUST-0192,Matt,Miller,Frequent Diner,Dog,Bali,Apple,2024-09-09,2024,9,Monday,12,Sushi,4,40.0,43.9,Yes,Lisboa
ORD-02019,CUST-0114,Ashley,Taylor,Frequent Diner,None,Rome,Fitbit,2024-03-05,2024,3,Tuesday,22,Healthy,3,24.0,37.3,Yes,Lisbon
ORD-02020,CUST-0305,Chris,Wilson,New User,Bird,Paris,None,2024-01-21,2024,1,Sunday,16,Burger,2,18.0,46.4,No,Lisboa
ORD-02021,CUST-0015,Amanda,Thompson,Frequent Diner,Bird,Paris,None,2024-01-31,2024,1,Wednesday,21,Pizza,2,31.4,42.2,Yes,Lisboa
ORD-02022,CUST-0147,Chris,Martin,Weekend Special,Cat,New York,None,2024-06-28,2024,6,Friday,19,Italian,3,25.88,50.4,No,Lisboa
ORD-02023,CUST-0195,Michael,Taylor,Frequent Diner,Fish,Tokyo,Samsung,2024-06-13,2024,6,Thursday,15,Pizza,1,23.7,32.5,Yes,Lisboa
ORD-02024,CUST-0166,Matt,Miller,Frequent Diner,Cat,Paris,Samsung,2024-10-17,2024,10,Thursday,21,Healthy,3,24.0,45.7,No,Lisboa
ORD-02025,CUST-0115,Jessica,Wilson,New User,Dog,Paris,None,2024-05-21,2024,5,Tuesday,18,Pizza,2,22.0,30.0,Yes,Lisboa
ORD-02026,CUST-0210,Jessica,Thompson,Frequent Diner,Dog,Rome,Apple,2024-03-05,2024,3,Tuesday,12,Healthy,3,24.0,38.6,Yes,Lisboa
ORD-02027,CUST-0241,Michael,Thompson,New User,Bird,Tokyo,Samsung,2024-02-22,2024,2,Thursday,21,Healthy,1,17.1,53.8,No,Lisboa
ORD-02028,CUST-0097,Matt,Martin,New User,Bird,Paris,Apple,2024-11-08,2024,11,Friday,20,Pizza,3,34.03,43.3,Yes,Lisboa
ORD-02029,CUST-0029,Ashley,Thompson,Weekend Special,Dog,Paris,None,2024-07-27,2024,7,Saturday,22,Pizza,1,21.91,39.4,Yes,Lisboa
ORD-02030,CUST-0100,Amanda,Moore,Frequent Diner,Fish,New York,Fitbit,2024-12-31,2024,12,Tuesday,13,Sushi,4,36.5,41.7,Yes,Lisboa
ORD-02031,CUST-0242,Jessica,Wilson,Weekend Special,Bird,Tokyo,Samsung,2024-06-09,2024,6,Sunday,12,Pizza,2,18.7,47.3,No,Lisboa
ORD-02032,CUST-0300,Ashley,Martin,Frequent Diner,Cat,Paris,Samsung,2024-12-09,2024,12,Monday,17,Sushi,4,36.5,43.4,Yes,Lisboa
ORD-02033,CUST-0293,Matt,Anderson,New User,Dog,Rome,Samsung,2024-07-21,2024,7,Sunday,15,Burger,2,18.0,49.0,No,Lisboa
ORD-02034,CUST-0081,Amanda,Martin,New User,Fish,Tokyo,Garmin,2024-09-14,2024,9,Saturday,22,Italian,2,31.22,41.9,Yes,Lisboa
ORD-02035,CUST-0305,Chris,Wilson,New User,Bird,Paris,None,2024-07-25,2024,7,Thursday,12,Burger,1,18.0,37.2,Yes,Lisbon
ORD-02036,CUST-0269,Matt,Taylor,Frequent Diner,None,Bali,Fitbit,2024-09-07,2024,9,Saturday,21,Pizza,4,33.58,55.6,No,Lisboa
ORD-02037,CUST-0167,Matt,Martin,New User,Dog,Tokyo,Fitbit,2024-11-20,2024,11,Wednesday,13,Pizza,2,26.4,31.7,Yes,Lisboa
ORD-02038,CUST-0334,Jessica,Anderson,Frequent Diner,Fish,New York,Samsung,2024-10-09,2024,10,Wednesday,22,Healthy,2,24.0,31.5,Yes,Lisboa
ORD-02039,CUST-0244,Ashley,Miller,New User,Bird,Bali,Apple,2024-04-07,2024,4,Sunday,15,Pizza,1,22.0,43.7,Yes,Lisboa
ORD-02040,CUST-0218,Ashley,Wilson,New User,Cat,Paris,None,2024-05-06,2024,5,Monday,18,Pizza,1,22.0,27.5,Yes,Lisboa
ORD-02041,CUST-0241,Michael,Thompson,New User,Bird,Tokyo,Samsung,2024-08-21,2024,8,Wednesday,21,Pizza,1,18.7,42.2,Yes,Lisboa
ORD-02042,CUST-0329,Ashley,Wilson,New User,Bird,Paris,Samsung,2024-09-20,2024,9,Friday,19,Italian,4,32.21,58.2,No,Lisboa
ORD-02043,CUST-0014,Michael,Anderson,Frequent Diner,Dog,Paris,Garmin,2024-10-18,2024,10,Friday,14,Healthy,3,29.42,35.0,Yes,Lisboa
ORD-02044,CUST-0256,Michael,Miller,Frequent Diner,Cat,Bali,Samsung,2024-09-14,2024,9,Saturday,21,Sushi,5,47.58,71.1,No,Lisboa
ORD-02045,CUST-0006,Chris,Brown,New User,Fish,Bali,Fitbit,2024-01-29,2024,1,Monday,14,Pizza,3,26.4,33.9,Yes,Lisboa
ORD-02046,CUST-0150,Michael,Wilson,Frequent Diner,None,Paris,None,2024-05-22,2024,5,Wednesday,20,Healthy,2,24.0,50.0,No,Lisbon
ORD-02047,CUST-0339,David,Brown,Frequent Diner,Bird,Rome,Samsung,2024-01-24,2024,1,Wednesday,13,Healthy,1,22.1,34.4,Yes,Lisboa
ORD-02048,CUST-0072,Ashley,Brown,Weekend Special,Dog,New York,None,2024-11-03,2024,11,Sunday,13,Burger,2,18.0,41.0,Yes,Lisboa
ORD-02049,CUST-0313,Matt,Anderson,New User,None,Tokyo,Apple,2024-01-14,2024,1,Sunday,21,Burger,2,18.0,57.9,No,Lisboa
ORD-02050,CUST-0009,Chris,Anderson,Frequent Diner,Cat,Rome,Garmin,2024-08-14,2024,8,Wednesday,21,Burger,2,23.0,48.1,No,Lisboa
ORD-02051,CUST-0076,Chris,Taylor,Frequent Diner,Cat,Rome,Garmin,2024-07-26,2024,7,Friday,20,Pizza,2,28.39,46.6,No,Lisboa
ORD-02052,CUST-0149,David,Thompson,New User,Fish,Bali,None,2024-07-16,2024,7,Tuesday,21,Burger,1,18.0,42.4,Yes,Lisboa
ORD-02053,CUST-0171,Matt,Brown,New User,None,New York,Apple,2024-11-14,2024,11,Thursday,11,Italian,3,30.0,35.0,Yes,Lisboa
ORD-02054,CUST-0041,Jessica,Miller,Frequent Diner,Bird,Rome,Samsung,2024-06-28,2024,6,Friday,20,Pizza,3,26.43,50.3,No,Lisboa
ORD-02055,CUST-0235,Amanda,Miller,Frequent Diner,Fish,Paris,None,2024-08-14,2024,8,Wednesday,20,Healthy,3,28.75,45.2,No,Lisboa
ORD-02056,CUST-0300,Ashley,Martin,Frequent Diner,Cat,Paris,Samsung,2024-10-09,2024,10,Wednesday,18,Sushi,4,40.0,46.4,No,Lisboa
ORD-02057,CUST-0227,Matt,Thompson,Frequent Diner,Dog,New York,Fitbit,2024-03-25,2024,3,Monday,16,pizza,3,27.0,29.8,Yes,Lisboa
ORD-02058,CUST-0284,Chris,Wilson,Weekend Special,Cat,New York,Fitbit,2024-02-16,2024,2,Friday,22,Pizza,3,31.94,34.2,Yes,Lisboa
ORD-02059,CUST-0284,Chris,Wilson,Weekend Special,Cat,New York,Fitbit,2024-08-23,2024,8,Friday,20,Pizza,2,26.59,45.7,No,Lisboa
ORD-02060,CUST-0344,Ashley,Miller,Frequent Diner,Dog,Bali,Garmin,2024-09-13,2024,9,Friday,19,Italian,4,34.97,45.0,No,Lisboa
ORD-02061,CUST-0162,Matt,Thompson,Weekend Special,,Tokyo,None,2024-04-12,2024,4,Friday,21,Pizza,2,28.84,52.9,No,Lisboa
ORD-02062,CUST-0187,Ashley,Miller,New User,Dog,Paris,Samsung,2024-04-10,2024,4,Wednesday,18,pizza,1,22.0,34.4,Yes,Lisboa
ORD-02063,CUST-0174,Michael,Moore,New User,None,New York,Samsung,2024-11-12,2024,11,Tuesday,19,Sushi,2,31.5,54.3,No,Lisboa
ORD-02064,CUST-0073,David,Taylor,Frequent Diner,Cat,New York,Garmin,2024-08-11,2024,8,Sunday,17,Healthy,2,28.75,46.2,No,Lisboa
ORD-02065,CUST-0318,Matt,Thompson,Frequent Diner,Fish,Paris,Fitbit,2024-07-08,2024,7,Monday,21,Healthy,3,28.75,46.3,No,Lisboa
ORD-02066,CUST-0233,Ashley,Taylor,Frequent Diner,Fish,Tokyo,None,2024-12-23,2024,12,Monday,17,Pizza,2,31.4,36.7,Yes,Lisboa
ORD-02067,CUST-0179,Ashley,Brown,Frequent Diner,Bird,New York,Samsung,2024-02-12,2024,2,Monday,21,Healthy,2,22.1,52.0,No,Lisboa
ORD-02068,CUST-0024,Amanda,Thompson,Frequent Diner,Cat,Rome,Garmin,2024-07-28,2024,7,Sunday,20,Burger,2,23.0,64.1,No,Lisboa
ORD-02069,CUST-0230,Matt,Martin,New User,Bird,Tokyo,Fitbit,2024-04-03,2024,4,Wednesday,20,Burger,2,18.0,43.6,Yes,Lisboa
ORD-02070,CUST-0055,Amanda,Brown,Frequent Diner,Fish,Rome,Fitbit,2024-06-11,2024,6,Tuesday,15,Healthy,3,28.75,33.9,Yes,Lisboa
ORD-02071,CUST-0125,David,Martin,Frequent Diner,,Paris,Garmin,2024-10-10,2024,10,Thursday,12,Burger,2,23.0,32.5,Yes,Lisboa
ORD-02072,CUST-0015,Amanda,Thompson,Frequent Diner,Bird,Paris,None,2024-04-03,2024,4,Wednesday,21,Pizza,2,27.0,49.8,No,Lisboa
ORD-02073,CUST-0267,Sarah,Martin,Frequent Diner,Fish,Tokyo,Garmin,2024-06-19,2024,6,Wednesday,17,Healthy,3,28.75,32.2,Yes,Lisboa
ORD-02074,CUST-0292,Jessica,Brown,Frequent Diner,None,New York,None,2024-10-12,2024,10,Saturday,20,Italian,3,32.67,69.7,No,Lisboa
ORD-02075,CUST-0294,Chris,Thompson,Frequent Diner,Cat,Bali,Garmin,2024-03-28,2024,3,Thursday,12,Sushi,4,40.0,41.1,Yes,Lisboa
ORD-02076,CUST-0115,Jessica,Wilson,New User,Dog,Paris,None,2024-08-30,2024,8,Friday,21,Pizza,2,22.15,41.0,Yes,Lisboa
ORD-02077,CUST-0219,Chris,Thompson,Frequent Diner,Dog,Bali,None,2024-12-18,2024,12,Wednesday,13,Sushi,4,36.5,39.9,Yes,Lisbon
ORD-02078,CUST-0019,Matt,Brown,Frequent Diner,Cat,New York,None,2024-09-27,2024,9,Friday,18,Pizza,3,30.29,30.7,Yes,Lisboa
ORD-02079,CUST-0209,Amanda,Moore,Frequent Diner,,Tokyo,Fitbit,2024-10-13,2024,10,Sunday,19,Pizza,2,27.0,53.6,No,Lisboa
ORD-02080,CUST-0257,Ashley,Anderson,Weekend Special,Dog,New York,Apple,2024-04-14,2024,4,Sunday,21,Burger,1,18.0,57.8,No,Lisboa
ORD-02081,CUST-0218,Ashley,Wilson,New User,,Paris,None,2024-09-21,2024,9,Saturday,19,Italian,3,29.54,65.3,No,Lisboa
ORD-02082,CUST-0083,Matt,Anderson,New User,Bird,New York,None,2024-04-11,2024,4,Thursday,18,Sushi,4,35.0,43.4,Yes,Lisboa
ORD-02083,CUST-0218,Ashley,Wilson,New User,Cat,Paris,None,2024-06-21,2024,6,Friday,13,Italian,2,23.53,38.7,Yes,Lisboa
ORD-02084,CUST-0205,David,Taylor,Weekend Special,Bird,Rome,Fitbit,2024-08-31,2024,8,Saturday,12,Burger,3,25.97,42.8,Yes,Lisboa
ORD-02085,CUST-0180,Amanda,Brown,New User,Dog,New York,Apple,2024-10-15,2024,10,Tuesday,21,Burger,2,18.0,50.6,No,Lisboa
ORD-02086,CUST-0125,David,Martin,Frequent Diner,Fish,Paris,Garmin,2024-06-16,2024,6,Sunday,15,Italian,3,26.25,40.9,Yes,Lisboa
ORD-02087,CUST-0002,David,Thompson,New User,Dog,Bali,Samsung,2024-06-12,2024,6,Wednesday,14,Burger,2,18.0,37.4,Yes,Lisboa
ORD-02088,CUST-0328,Amanda,Brown,Weekend Special,Dog,Rome,Samsung,2024-12-08,2024,12,Sunday,22,Pizza,2,26.4,48.9,No,Lisboa
ORD-02089,CUST-0067,Amanda,Martin,Frequent Diner,None,Paris,Apple,2024-06-30,2024,6,Sunday,18,Burger,1,23.0,48.8,No,Lisboa
ORD-02090,CUST-0151,Jessica,Martin,Weekend Special,None,Paris,Samsung,2024-01-21,2024,1,Sunday,20,Burger,1,18.0,50.8,No,Lisboa
ORD-02091,CUST-0273,Chris,Taylor,Frequent Diner,Fish,New York,Samsung,2024-11-29,2024,11,Friday,21,Italian,4,40.01,49.1,No,Lisboa
ORD-02092,CUST-0034,Ashley,Taylor,New User,Bird,Bali,Garmin,2024-01-14,2024,1,Sunday,14,Pizza,3,26.4,38.3,Yes,Lisboa
ORD-02093,CUST-0164,Matt,Wilson,New User,Bird,New York,Fitbit,2024-06-15,2024,6,Saturday,12,Pizza,1,21.61,44.3,Yes,Lisboa
ORD-02094,CUST-0176,Jessica,Moore,Frequent Diner,Cat,New York,Samsung,2024-09-05,2024,9,Thursday,14,Burger,1,23.0,33.0,Yes,Lisboa
ORD-02095,CUST-0185,Sarah,Moore,Frequent Diner,Cat,New York,Samsung,2024-08-29,2024,8,Thursday,21,Sushi,5,48.75,63.3,No,Lisboa
ORD-02096,CUST-0024,Amanda,Thompson,Frequent Diner,Cat,Rome,Garmin,2024-09-26,2024,9,Thursday,14,Sushi,5,40.0,38.2,Yes,Lisboa
ORD-02097,CUST-0148,Chris,Anderson,Frequent Diner,Fish,New York,Garmin,2024-02-28,2024,2,Wednesday,21,Pizza,3,31.4,39.2,Yes,Lisboa
ORD-02098,CUST-0190,Ashley,Wilson,Frequent Diner,Bird,Bali,Samsung,2024-01-31,2024,1,Wednesday,13,Italian,4,35.0,39.9,Yes,Lisboa
ORD-02099,CUST-0156,Chris,Wilson,Frequent Diner,Cat,Rome,Samsung,2024-10-23,2024,10,Wednesday,13,Healthy,2,24.0,32.4,Yes,Lisboa
ORD-02100,CUST-0208,David,Thompson,Frequent Diner,None,Tokyo,Samsung,2024-07-13,2024,7,Saturday,19,Sushi,5,54.78,60.1,No,Lisboa
ORD-02101,CUST-0220,Amanda,Wilson,New User,,Paris,Garmin,2024-12-14,2024,12,Saturday,17,Burger,2,20.52,47.2,No,Lisboa
ORD-02102,CUST-0326,Matt,Martin,Weekend Special,Cat,Tokyo,Fitbit,2024-07-06,2024,7,Saturday,17,Burger,3,25.82,41.3,Yes,Lisboa
ORD-02103,CUST-0046,Matt,Taylor,Weekend Special,None,New York,Garmin,2024-04-28,2024,4,Sunday,21,Pizza,2,22.0,49.5,No,Lisboa
ORD-02104,CUST-0009,Chris,Anderson,Frequent Diner,Cat,Rome,Garmin,2024-12-26,2024,12,Thursday,13,Burger,1,23.0,30.8,Yes,Lisboa
ORD-02105,CUST-0340,David,Martin,Weekend Special,Dog,Tokyo,Apple,2024-12-01,2024,12,Sunday,22,Burger,1,18.0,45.6,No,Lisboa
