TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,LaptopBrand,FavoriteMusic,SaleDate,Year,Month,DayOfWeek,Hour,TimeOfDay,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,OfferUsed,Location
TRANS-04392,4,CUST-0020,Francisco,Gomes,Student,Dell,Pop,2024-10-05,2024,10,Saturday,14,Afternoon,Cold Drink,COLD-149,1,3.7,3.7,3.7,No,Downtown
TRANS-04396,1,CUST-0134,Francisco,Oliveira,Student,Apple,Electronic,2024-09-05,2024,9,Thursday,16,Afternoon,Pastry,PAST-125,1,2.03,2.03,2.03,No,Downtown
TRANS-04396,2,CUST-0134,Francisco,Oliveira,Student,,Electronic,2024-09-05,2024,9,Thursday,16,Afternoon,Cold Drink,COLD-110,1,3.29,3.29,3.29,No,Downtown
TRANS-04396,3,CUST-0134,Francisco,Oliveira,Student,Apple,Electronic,2024-09-05,2024,9,Thursday,16,Afternoon,Sandwich,SAND-197,1,5.76,5.76,5.76,No,Downtown
TRANS-04399,1,CUST-0075,Ana,Rodrigues,Student,Dell,Electronic,2024-05-13,2024,5,Monday,19,Afternoon,Cold Drink,COLD-157,1,4.48,4.48,4.48,No,Downtown
TRANS-04399,2,CUST-0075,Ana,Rodrigues,Student,Dell,Electronic,2024-05-13,2024,5,Monday,19,Afternoon,Hot Drink,HOT -160,1,3.28,3.28,3.28,No,Downtown
TRANS-04401,1,CUST-0107,Diogo,Gomes,Student,Apple,Electronic,2024-06-08,2024,6,Saturday,12,Lunchtime,Cold Drink,COLD-137,2,3.84,7.68,7.68,No,Downtown
TRANS-04402,1,CUST-0240,Diogo,Oliveira,Tourist,HP,Fado,2024-07-07,2024,7,Sunday,14,Afternoon,Sandwich,SAND-155,1,3.77,3.77,3.77,No,Campus
TRANS-04403,1,CUST-0308,Sofia,Martins,Student,Lenovo,Pop,2024-07-22,2024,7,Monday,10,Morning,Cold Drink,COLD-112,1,4.48,4.48,4.48,No,Downtown
TRANS-04403,2,CUST-0308,Sofia,Martins,Student,Lenovo,Pop,2024-07-22,2024,7,Monday,10,Morning,Pastry,PAST-131,2,1.68,3.36,2.86,Yes,Downtown
TRANS-04405,1,CUST-0192,Francisco,Martins,Regular,None,Indie,2024-01-06,2024,1,Saturday,9,Morning,Pastry,PAST-187,2,2.09,4.17,4.17,No,Downtown
TRANS-04406,1,CUST-0197,Sofia,Gomes,Student,Apple,Indie,2024-02-12,2024,2,Monday,8,Morning,Cold Drink,COLD-198,1,4.11,4.11,4.11,No,Downtown
TRANS-04406,2,CUST-0197,Sofia,Gomes,Student,Apple,Indie,2024-02-12,2024,2,Monday,8,Morning,Cold Drink,COLD-151,1,4.11,4.11,4.11,No,Downtown
TRANS-04408,1,CUST-0003,Mariana,Martins,Regular,Lenovo,Pop,2024-10-11,2024,10,Friday,15,Afternoon,Hot Drink,HOT -120,1,2.71,2.71,2.71,No,Downtown
TRANS-04409,1,CUST-0018,Ana,Oliveira,Regular,Apple,Indie,2024-12-21,2024,12,Saturday,13,Lunchtime,Pastry,PAST-185,1,1.61,1.61,1.61,No,Downtown
TRANS-04410,1,CUST-0115,Miguel,Rodrigues,Student,None,Pop,2024-09-25,2024,9,Wednesday,16,Afternoon,Hot Drink,HOT -128,1,2.09,2.09,2.09,No,Downtown
TRANS-04410,2,CUST-0115,Miguel,Rodrigues,Student,None,Pop,2024-09-25,2024,9,Wednesday,16,Afternoon,Pastry,PAST-103,1,2.13,2.13,2.13,No,Downtown
TRANS-04412,1,CUST-0045,Sofia,Sousa,Student,Dell,Indie,2024-07-21,2024,7,Sunday,18,Afternoon,Sandwich,SAND-161,2,5.3,10.61,10.61,No,Downtown
TRANS-04413,1,CUST-0043,Carolina,Martins,Regular,Dell,Electronic,2024-11-03,2024,11,Sunday,11,Lunchtime,Pastry,PAST-102,1,2.28,2.28,2.28,No,Downtown
TRANS-04414,1,CUST-0017,Tiago,Sousa,Student,Dell,Indie,2024-02-14,2024,2,Wednesday,16,Afternoon,Sandwich,SAND-147,1,5.82,5.82,5.82,No,Downtown
TRANS-04414,2,CUST-0017,Tiago,Sousa,Student,Dell,Indie,2024-02-14,2024,2,Wednesday,16,Afternoon,Pastry,PAST-121,1,1.61,1.61,1.61,No,Downtown
TRANS-04416,1,CUST-0282,Carolina,Ferreira,Tourist,Dell,Indie,2024-08-12,2024,8,Monday,14,Afternoon,Pastry,PAST-145,1,1.99,1.99,1.99,No,Downtown
TRANS-04417,1,CUST-0096,Diogo,Rodrigues,Tourist,HP,Electronic,2024-04-05,2024,4,Friday,12,Lunchtime,Hot Drink,HOT -114,1,2.58,2.58,2.58,No,Downtown
TRANS-04417,2,CUST-0096,Diogo,Rodrigues,Tourist,HP,Electronic,2024-04-05,2024,4,Friday,12,Lunchtime,Hot Drink,HOT -143,1,3.05,3.05,3.05,No,Downtown
TRANS-04417,3,CUST-0096,Diogo,Rodrigues,Tourist,HP,Electronic,2024-04-05,2024,4,Friday,12,Lunchtime,Hot Drink,HOT -167,1,2.08,2.08,2.08,No,Downtown
TRANS-04420,1,CUST-0347,Carolina,Sousa,Tourist,,Indie,2024-10-17,2024,10,Thursday,13,Lunchtime,Pastry,PAST-175,1,2.13,2.13,2.13,No,Downtown
TRANS-04420,2,CUST-0347,Carolina,Sousa,Tourist,None,Indie,2024-10-17,2024,10,Thursday,13,Lunchtime,Cold Drink,COLD-124,1,3.03,3.03,3.03,No,Downtown
TRANS-04420,3,CUST-0347,Carolina,Sousa,Tourist,None,Indie,2024-10-17,2024,10,Thursday,13,Lunchtime,Hot Drink,HOT -123,1,2.41,2.41,2.41,No,Downtown
TRANS-04423,1,CUST-0135,Tiago,Rodrigues,Student,Apple,Pop,2024-01-15,2024,1,Monday,19,Afternoon,Sandwich,SAND-196,1,6.28,6.28,6.28,No,Downtown
TRANS-04424,1,CUST-0044,Miguel,Fernandes,Regular,Lenovo,Electronic,2024-06-25,2024,6,Tuesday,17,Afternoon,Cold Drink,COLD-181,3,2.76,8.27,8.27,No,Downtown
TRANS-04424,2,CUST-0044,Miguel,Fernandes,Regular,Lenovo,Electronic,2024-06-25,2024,6,Tuesday,17,Afternoon,Pastry,PAST-107,1,1.99,1.99,1.99,No,Downtown
TRANS-04424,3,CUST-0044,Miguel,Fernandes,Regular,Lenovo,Electronic,2024-06-25,2024,6,Tuesday,17,Afternoon,Cold Drink,COLD-150,2,3.05,6.11,6.11,No,Downtown
TRANS-04427,1,CUST-0277,Tiago,Martins,Regular,None,Fado,2024-07-16,2024,7,Tuesday,9,Morning,Hot Drink,HOT -171,1,3.41,3.41,2.9,Yes,Downtown
TRANS-04427,2,CUST-0277,Tiago,Martins,Regular,None,Fado,2024-07-16,2024,7,Tuesday,9,Morning,Hot Drink,HOT -122,1,3.32,3.32,2.82,Yes,Downtown
TRANS-04429,1,CUST-0302,Mariana,Ferreira,Student,None,Fado,2024-03-01,2024,3,Friday,12,Lunchtime,Pastry,PAST-129,1,1.57,1.57,1.57,No,Downtown
TRANS-04430,1,CUST-0059,Mariana,Gomes,Student,None,Electronic,2024-12-28,2024,12,Saturday,15,Afternoon,Hot Drink,HOT -122,2,2.57,5.13,5.13,No,Downtown
TRANS-04431,1,CUST-0032,Sofia,Ferreira,Regular,Dell,Indie,2024-06-25,2024,6,Tuesday,9,Morning,Hot Drink,HOT -166,1,2.79,2.79,2.37,Yes,Downtown
TRANS-04431,2,CUST-0032,Sofia,Ferreira,Regular,Dell,Indie,2024-06-25,2024,6,Tuesday,9,Morning,Pastry,PAST-105,1,1.61,1.61,1.37,Yes,Downtown
TRANS-04433,1,CUST-0232,Francisco,Gomes,Regular,HP,Fado,2024-09-19,2024,9,Thursday,8,Morning,Pastry,PAST-168,2,1.61,3.22,2.74,Yes,Downtown
TRANS-04434,1,CUST-0175,Francisco,Rodrigues,Student,Lenovo,Fado,2024-04-24,2024,4,Wednesday,16,Afternoon,Pastry,PAST-192,1,2.36,2.36,2.36,No,Downtown
TRANS-04434,2,CUST-0175,Francisco,Rodrigues,Student,Lenovo,Fado,2024-04-24,2024,4,Wednesday,16,Afternoon,Cold Drink,COLD-120,2,2.81,5.62,5.62,No,Downtown
TRANS-04436,1,CUST-0031,Sofia,Rodrigues,Regular,Lenovo,Fado,2024-12-19,2024,12,Thursday,13,Lunchtime,Pastry,PAST-160,1,1.72,1.72,1.72,No,Downtown
TRANS-04437,1,CUST-0187,Miguel,Fernandes,Student,None,Indie,2024-10-18,2024,10,Friday,20,Afternoon,Pastry,PAST-148,1,1.82,1.82,1.82,No,Downtown
TRANS-04438,1,CUST-0014,Tiago,Gomes,Regular,Apple,Pop,2024-09-09,2024,9,Monday,19,Afternoon,Hot Drink,HOT -124,1,2.72,2.72,2.72,No,Downtown
TRANS-04439,1,CUST-0335,Carolina,Ferreira,Regular,Lenovo,Indie,2024-10-21,2024,10,Monday,10,Morning,Sandwich,SAND-177,1,4.29,4.29,3.64,Yes,Downtown
TRANS-04439,2,CUST-0335,Carolina,Ferreira,Regular,,Indie,2024-10-21,2024,10,Monday,10,Morning,Pastry,PAST-156,2,2.45,4.91,4.91,No,Downtown
TRANS-04441,1,CUST-0316,Tiago,Oliveira,Regular,HP,Pop,2024-10-02,2024,10,Wednesday,20,Afternoon,Pastry,PAST-110,1,2.39,2.39,2.39,No,Downtown
TRANS-04441,2,CUST-0316,Tiago,Oliveira,Regular,HP,Pop,2024-10-02,2024,10,Wednesday,20,Afternoon,Sandwich,SAND-109,1,3.93,3.93,3.93,No,Downtown
TRANS-04443,1,CUST-0044,Miguel,Fernandes,Regular,Lenovo,Electronic,2024-11-28,2024,11,Thursday,11,Lunchtime,Hot Drink,HOT -162,1,3.05,3.05,3.05,No,Downtown
TRANS-04444,1,CUST-0037,Ana,Sousa,Tourist,Lenovo,Electronic,2024-07-15,2024,7,Monday,15,Afternoon,Sandwich,SAND-112,1,5.57,5.57,5.57,No,Downtown
TRANS-04445,1,CUST-0093,Tiago,Gomes,Regular,Lenovo,Pop,2024-09-11,2024,9,Wednesday,8,Morning,Pastry,PAST-120,2,1.79,3.58,3.05,Yes,Downtown
TRANS-04445,2,CUST-0093,Tiago,Gomes,Regular,Lenovo,Pop,2024-09-11,2024,9,Wednesday,8,Morning,Hot Drink,HOT -105,1,2.63,2.63,2.63,No,Downtown
TRANS-04447,1,CUST-0050,Francisco,Fernandes,Student,None,Indie,2024-01-09,2024,1,Tuesday,16,Afternoon,Sandwich,SAND-127,1,4.12,4.12,3.5,Yes,Downtown
TRANS-04447,2,CUST-0050,Francisco,Fernandes,Student,None,Indie,2024-01-09,2024,1,Tuesday,16,Afternoon,Sandwich,SAND-124,1,5.85,5.85,4.98,Yes,Downtown
TRANS-04449,1,CUST-0297,Francisco,Oliveira,Regular,Apple,Fado,2024-02-14,2024,2,Wednesday,12,Lunchtime,Sandwich,SAND-191,2,3.87,7.73,7.73,No,Downtown
TRANS-04450,1,CUST-0296,Ana,Rodrigues,Student,HP,Fado,2024-05-01,2024,5,Wednesday,16,Afternoon,Cold Drink,COLD-133,2,4.06,8.13,8.13,No,Downtown
TRANS-04451,1,CUST-0127,Sofia,Martins,Regular,Lenovo,Indie,2024-02-16,2024,2,Friday,18,Afternoon,Hot Drink,HOT -109,1,2.77,2.77,2.77,No,Downtown
TRANS-04451,2,CUST-0127,Sofia,Martins,Regular,Lenovo,Indie,2024-02-16,2024,2,Friday,18,Afternoon,Hot Drink,HOT -122,1,2.72,2.72,2.72,No,Downtown
TRANS-04453,1,CUST-0119,Ana,Fernandes,Regular,Lenovo,Pop,2024-02-10,2024,2,Saturday,11,Lunchtime,Pastry,PAST-176,1,2.07,2.07,2.07,No,Downtown
TRANS-04453,2,CUST-0119,Ana,Fernandes,Regular,Lenovo,Pop,2024-02-10,2024,2,Saturday,11,Lunchtime,Cold Drink,COLD-167,1,2.86,2.86,2.86,No,Downtown
TRANS-04455,1,CUST-0231,Miguel,Fernandes,Student,HP,Pop,2024-08-24,2024,8,Saturday,9,Morning,Cold Drink,COLD-127,2,4.45,8.89,8.89,No,Downtown
TRANS-04456,1,CUST-0021,Ana,Oliveira,Tourist,Lenovo,Pop,2024-06-03,2024,6,Monday,10,Morning,Hot Drink,HOT -130,1,3.01,3.01,2.55,Yes,Downtown
TRANS-04456,2,CUST-0021,Ana,Oliveira,Tourist,Lenovo,Pop,2024-06-03,2024,6,Monday,10,Morning,Cold Drink,COLD-165,1,3.98,3.98,3.98,No,Downtown
TRANS-04456,3,CUST-0021,Ana,Oliveira,Tourist,Lenovo,Pop,2024-06-03,2024,6,Monday,10,Morning,Cold Drink,COLD-101,1,4.38,4.38,3.72,Yes,Downtown
TRANS-04459,1,CUST-0346,Francisco,Goncalves,Student,None,Fado,2024-08-22,2024,8,Thursday,17,Afternoon,Cold Drink,COLD-155,3,3.94,11.81,11.81,No,Downtown
TRANS-04459,2,CUST-0346,Francisco,Goncalves,Student,None,Fado,2024-08-22,2024,8,Thursday,17,Afternoon,Cold Drink,COLD-159,2,3.71,7.43,7.43,No,Downtown
TRANS-04459,3,CUST-0346,Francisco,Goncalves,Student,None,Fado,2024-08-22,2024,8,Thursday,17,Afternoon,Cold Drink,COLD-160,2,3.24,6.47,6.47,No,Downtown
TRANS-04459,4,CUST-0346,Francisco,Goncalves,Student,None,Fado,2024-08-22,2024,8,Thursday,17,Afternoon,Hot Drink,HOT -148,1,3.45,3.45,3.45,No,Downtown
TRANS-04463,1,CUST-0301,Diogo,Ferreira,Regular,HP,Electronic,2024-11-12,2024,11,Tuesday,9,Morning,Hot Drink,HOT -125,1,2.48,2.48,2.48,No,Downtown
TRANS-04464,1,CUST-0158,Tiago,Gomes,Tourist,Dell,Pop,2024-02-04,2024,2,Sunday,11,Lunchtime,Sandwich,SAND-116,1,4.88,4.88,4.88,No,Downtown
TRANS-04465,1,CUST-0333,Francisco,Goncalves,Student,Lenovo,Pop,2024-05-13,2024,5,Monday,12,Lunchtime,Pastry,PAST-169,1,1.84,1.84,1.84,No,Downtown
TRANS-04465,2,CUST-0333,Francisco,Goncalves,Student,Lenovo,Pop,2024-05-13,2024,5,Monday,12,Lunchtime,Pastry,PAST-190,1,2.08,2.08,1.77,Yes,Downtown
TRANS-04465,3,CUST-0333,Francisco,Goncalves,Student,Lenovo,Pop,2024-05-13,2024,5,Monday,12,Lunchtime,Sandwich,SAND-133,2,4.01,8.02,8.02,No,Downtown
TRANS-04468,1,CUST-0115,Miguel,Rodrigues,Student,None,Pop,2024-04-15,2024,4,Monday,12,Lunchtime,Pastry,PAST-133,1,1.87,1.87,1.59,Yes,Downtown
TRANS-04469,1,CUST-0285,Sofia,Rodrigues,Regular,Dell,Pop,2024-11-30,2024,11,Saturday,16,Afternoon,Hot Drink,HOT -147,1,3.37,3.37,3.37,No,Downtown
TRANS-04469,2,CUST-0285,Sofia,Rodrigues,Regular,Dell,Pop,2024-11-30,2024,11,Saturday,16,Afternoon,Pastry,PAST-102,1,2.11,2.11,2.11,No,Downtown
TRANS-04471,1,CUST-0325,Francisco,Goncalves,Tourist,Lenovo,Fado,2024-02-22,2024,2,Thursday,15,Afternoon,Sandwich,SAND-113,1,6.18,6.18,6.18,No,Downtown
TRANS-04471,2,CUST-0325,Francisco,Goncalves,Tourist,,Fado,2024-02-22,2024,2,Thursday,15,Afternoon,Hot Drink,HOT -186,2,2.8,5.61,5.61,No,Downtown
TRANS-04473,1,CUST-0125,Ana,Goncalves,Regular,HP,Pop,2024-02-11,2024,2,Sunday,13,Lunchtime,Pastry,PAST-178,1,2.29,2.29,2.29,No,Downtown
TRANS-04474,1,CUST-0305,Diogo,Oliveira,Tourist,Apple,Electronic,2024-08-09,2024,8,Friday,12,Lunchtime,Sandwich,SAND-187,1,5.59,5.59,5.59,No,Downtown
TRANS-04475,1,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-08-17,2024,8,Saturday,18,Afternoon,Cold Drink,COLD-118,1,3.18,3.18,3.18,No,Downtown
TRANS-04475,2,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-08-17,2024,8,Saturday,18,Afternoon,Cold Drink,COLD-164,2,4.45,8.89,8.89,No,Downtown
TRANS-04475,3,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-08-17,2024,8,Saturday,18,Afternoon,Cold Drink,COLD-143,2,3.52,7.05,7.05,No,Downtown
TRANS-04478,1,CUST-0281,Carolina,Rodrigues,Student,Apple,Pop,2024-03-01,2024,3,Friday,19,Afternoon,Pastry,PAST-158,1,2.04,2.04,2.04,No,Downtown
TRANS-04478,2,CUST-0281,Carolina,Rodrigues,Student,Apple,Pop,2024-03-01,2024,3,Friday,19,Afternoon,Pastry,PAST-148,1,1.78,1.78,1.78,No,Downtown
TRANS-04478,3,CUST-0281,Carolina,Rodrigues,Student,Apple,Pop,2024-03-01,2024,3,Friday,19,Afternoon,Pastry,PAST-168,1,2.34,2.34,1.99,Yes,Downtown
TRANS-04481,1,CUST-0058,Mariana,Sousa,student,None,Pop,2024-01-06,2024,1,Saturday,18,Afternoon,Cold Drink,COLD-116,1,2.8,2.8,2.8,No,Downtown
TRANS-04481,2,CUST-0058,Mariana,Sousa,Student,None,Pop,2024-01-06,2024,1,Saturday,18,Afternoon,Cold Drink,COLD-178,1,4.24,4.24,4.24,No,Downtown
TRANS-04483,1,CUST-0246,Tiago,Sousa,Regular,None,Fado,2024-05-10,2024,5,Friday,20,Afternoon,Sandwich,SAND-137,2,5.8,11.61,11.61,No,Downtown
TRANS-04483,2,CUST-0246,Tiago,Sousa,Regular,None,Fado,2024-05-10,2024,5,Friday,20,Afternoon,Pastry,PAST-126,1,2.06,2.06,2.06,No,Downtown
TRANS-04485,1,CUST-0046,Sofia,Gomes,Regular,HP,Electronic,2024-12-22,2024,12,Sunday,13,Lunchtime,Hot Drink,HOT -187,2,2.58,5.16,5.16,No,Downtown
TRANS-04486,1,CUST-0316,Tiago,Oliveira,Regular,HP,Pop,2024-02-28,2024,2,Wednesday,19,Afternoon,Sandwich,SAND-179,1,3.64,3.64,3.1,Yes,Downtown
TRANS-04487,1,CUST-0139,Francisco,Fernandes,Tourist,,Indie,2024-05-22,2024,5,Wednesday,13,Lunchtime,Hot Drink,HOT -115,1,2.57,2.57,2.57,No,Downtown
TRANS-04487,2,CUST-0139,Francisco,Fernandes,Tourist,HP,Indie,2024-05-22,2024,5,Wednesday,13,Lunchtime,Hot Drink,HOT -174,1,2.36,2.36,2.36,No,Downtown
TRANS-04489,1,CUST-0013,Sofia,Rodrigues,Regular,Lenovo,Indie,2024-07-13,2024,7,Saturday,19,Afternoon,Pastry,PAST-155,1,2.3,2.3,2.3,No,Downtown
TRANS-04489,2,CUST-0013,Sofia,Rodrigues,Regular,Lenovo,Indie,2024-07-13,2024,7,Saturday,19,Afternoon,Sandwich,SAND-179,2,4.94,9.87,8.39,Yes,Downtown
TRANS-04491,1,CUST-0140,Carolina,Goncalves,Student,HP,Pop,2024-09-22,2024,9,Sunday,12,Lunchtime,Cold Drink,COLD-121,1,2.82,2.82,2.82,No,Downtown
TRANS-04491,2,CUST-0140,Carolina,Goncalves,Student,HP,Pop,2024-09-22,2024,9,Sunday,12,Lunchtime,Pastry,PAST-153,1,2.42,2.42,2.42,No,Downtown
TRANS-04493,1,CUST-0062,Ana,Rodrigues,Tourist,Apple,Fado,2024-11-02,2024,11,Saturday,11,Lunchtime,Cold Drink,COLD-108,1,4.33,4.33,4.33,No,Downtown
TRANS-04494,1,CUST-0334,Ana,Gomes,Student,Dell,Pop,2024-05-31,2024,5,Friday,15,Afternoon,Cold Drink,COLD-126,1,2.55,2.55,2.55,No,Downtown
TRANS-04495,1,CUST-0271,Sofia,Gomes,Regular,Lenovo,Indie,2024-09-02,2024,9,Monday,13,Lunchtime,Sandwich,SAND-125,1,5.46,5.46,5.46,No,Downtown
TRANS-04496,1,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-04-14,2024,4,Sunday,10,Morning,Cold Drink,COLD-193,1,2.92,2.92,2.92,No,Downtown
TRANS-04496,2,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-04-14,2024,4,Sunday,10,Morning,Sandwich,SAND-186,1,6.19,6.19,6.19,No,Downtown
TRANS-04498,1,CUST-0185,Ana,Ferreira,Regular,None,Pop,2024-02-28,2024,2,Wednesday,11,Lunchtime,Pastry,PAST-125,1,2.4,2.4,2.4,No,Downtown
TRANS-04499,1,CUST-0210,Sofia,Gomes,Student,None,Indie,2024-11-01,2024,11,Friday,13,Lunchtime,Sandwich,SAND-135,1,4.23,4.23,4.23,No,Downtown
TRANS-04500,1,CUST-0142,Sofia,Martins,Regular,Apple,Electronic,2024-07-31,2024,7,Wednesday,17,Afternoon,Sandwich,SAND-129,1,3.87,3.87,3.87,No,Downtown
TRANS-04500,2,CUST-0142,Sofia,Martins,Regular,Apple,Electronic,2024-07-31,2024,7,Wednesday,17,Afternoon,Pastry,PAST-179,2,2.02,4.03,4.03,No,Downtown
TRANS-04500,3,CUST-0142,Sofia,Martins,Regular,Apple,Electronic,2024-07-31,2024,7,Wednesday,17,Afternoon,Cold Drink,COLD-125,2,3.49,6.99,6.99,No,Downtown
TRANS-04503,1,CUST-0243,Miguel,Oliveira,Regular,Dell,Fado,2024-09-03,2024,9,Tuesday,20,Afternoon,Pastry,PAST-121,1,1.81,1.81,1.81,No,Downtown
TRANS-04503,2,CUST-0243,Miguel,Oliveira,Regular,Dell,Fado,2024-09-03,2024,9,Tuesday,20,Afternoon,Pastry,PAST-173,1,2.36,2.36,2.36,No,Downtown
TRANS-04505,1,CUST-0258,Francisco,Sousa,Student,None,Electronic,2024-09-19,2024,9,Thursday,16,Afternoon,Sandwich,SAND-187,1,4.9,4.9,4.9,No,Downtown
TRANS-04505,2,CUST-0258,Francisco,Sousa,Student,,Electronic,2024-09-19,2024,9,Thursday,16,Afternoon,Sandwich,SAND-115,1,5.67,5.67,5.67,No,Downtown
TRANS-04507,1,CUST-0218,Carolina,Sousa,Tourist,HP,Electronic,2024-06-10,2024,6,Monday,14,Afternoon,Sandwich,SAND-137,1,4.58,4.58,4.58,No,Downtown
TRANS-04507,2,CUST-0218,Carolina,Sousa,Tourist,HP,Electronic,2024-06-10,2024,6,Monday,14,Afternoon,Cold Drink,COLD-128,2,4.22,8.44,8.44,No,Downtown
TRANS-04509,1,CUST-0084,Mariana,Martins,Regular,None,Fado,2024-09-23,2024,9,Monday,12,Lunchtime,Sandwich,SAND-103,1,6.33,6.33,6.33,No,Downtown
TRANS-04509,2,CUST-0084,Mariana,Martins,Regular,None,Fado,2024-09-23,2024,9,Monday,12,Lunchtime,Hot Drink,HOT -163,1,2.9,2.9,2.9,No,Downtown
TRANS-04511,1,CUST-0154,Mariana,Sousa,Student,Apple,Indie,2024-07-08,2024,7,Monday,19,Afternoon,Sandwich,SAND-135,2,4.42,8.84,8.84,No,Downtown
TRANS-04511,2,CUST-0154,Mariana,Sousa,Student,Apple,Indie,2024-07-08,2024,7,Monday,19,Afternoon,Sandwich,SAND-154,1,6.37,6.37,6.37,No,Downtown
TRANS-04511,3,CUST-0154,Mariana,Sousa,Student,Apple,Indie,2024-07-08,2024,7,Monday,19,Afternoon,Hot Drink,HOT -176,1,2.22,2.22,2.22,No,Downtown
TRANS-04511,4,CUST-0154,Mariana,Sousa,Student,Apple,Indie,2024-07-08,2024,7,Monday,19,Afternoon,Sandwich,SAND-128,2,4.07,8.13,8.13,No,Downtown
TRANS-04515,1,CUST-0298,Tiago,Goncalves,Regular,Apple,Pop,2024-04-28,2024,4,Sunday,8,Morning,Sandwich,SAND-181,1,3.59,3.59,3.59,No,Downtown
TRANS-04516,1,CUST-0051,Ana,Goncalves,Regular,Apple,Pop,2024-11-27,2024,11,Wednesday,18,Afternoon,Cold Drink,COLD-170,1,2.73,2.73,2.73,No,Downtown
TRANS-04517,1,CUST-0098,Diogo,Rodrigues,student,Lenovo,Electronic,2024-10-17,2024,10,Thursday,16,Afternoon,Cold Drink,COLD-194,1,2.53,2.53,2.53,No,Downtown
TRANS-04517,2,CUST-0098,Diogo,Rodrigues,Student,Lenovo,Electronic,2024-10-17,2024,10,Thursday,16,Afternoon,Cold Drink,COLD-122,1,2.56,2.56,2.17,Yes,Downtown
TRANS-04519,1,CUST-0182,Sofia,Goncalves,Regular,HP,Electronic,2024-08-07,2024,8,Wednesday,18,Afternoon,Pastry,PAST-183,1,2.39,2.39,2.39,No,Downtown
TRANS-04520,1,CUST-0085,Miguel,Sousa,Regular,HP,Pop,2024-12-06,2024,12,Friday,11,Lunchtime,Hot Drink,HOT -169,2,2.18,4.37,4.37,No,Downtown
TRANS-04520,2,CUST-0085,Miguel,Sousa,Regular,HP,Pop,2024-12-06,2024,12,Friday,11,Lunchtime,Hot Drink,HOT -194,1,2.82,2.82,2.39,Yes,Downtown
TRANS-04522,1,CUST-0220,Francisco,Rodrigues,Regular,Lenovo,Indie,2024-02-05,2024,2,Monday,17,Afternoon,Hot Drink,HOT -114,1,2.37,2.37,2.37,No,Downtown
TRANS-04523,1,CUST-0221,Sofia,Oliveira,Tourist,HP,Pop,2024-12-12,2024,12,Thursday,12,Lunchtime,Pastry,PAST-108,1,2.09,2.09,2.09,No,Downtown
TRANS-04523,2,CUST-0221,Sofia,Oliveira,Tourist,HP,Pop,2024-12-12,2024,12,Thursday,12,Lunchtime,Hot Drink,HOT -170,1,3.45,3.45,2.93,Yes,Downtown
TRANS-04525,1,CUST-0039,Sofia,Gomes,Regular,Apple,Indie,2024-09-19,2024,9,Thursday,12,Lunchtime,Pastry,PAST-106,1,1.99,1.99,1.99,No,Downtown
TRANS-04525,2,CUST-0039,Sofia,Gomes,Regular,Apple,Indie,2024-09-19,2024,9,Thursday,12,Lunchtime,Hot Drink,HOT -163,1,2.05,2.05,2.05,No,Downtown
TRANS-04525,3,CUST-0039,Sofia,Gomes,Regular,Apple,Indie,2024-09-19,2024,9,Thursday,12,Lunchtime,Sandwich,SAND-116,2,5.09,10.17,10.17,No,Downtown
TRANS-04528,1,CUST-0301,Diogo,Ferreira,Regular,HP,Electronic,2024-08-23,2024,8,Friday,12,Lunchtime,Hot Drink,HOT -109,1,2.27,2.27,2.27,No,Downtown
TRANS-04528,2,CUST-0301,Diogo,Ferreira,Regular,HP,Electronic,2024-08-23,2024,8,Friday,12,Lunchtime,Hot Drink,HOT -168,1,2.61,2.61,2.61,No,Downtown
TRANS-04530,1,CUST-0115,Miguel,Rodrigues,Student,None,Pop,2024-04-27,2024,4,Saturday,14,Afternoon,Hot Drink,HOT -153,1,3.33,3.33,3.33,No,Downtown
TRANS-04531,1,CUST-0003,Mariana,Martins,Regular,Lenovo,Pop,2024-04-04,2024,4,Thursday,11,Lunchtime,Hot Drink,HOT -143,1,3.35,3.35,3.35,No,Downtown
TRANS-04531,2,CUST-0003,Mariana,Martins,Regular,Lenovo,Pop,2024-04-04,2024,4,Thursday,11,Lunchtime,Pastry,PAST-112,1,2.07,2.07,2.07,No,Downtown
TRANS-04531,3,CUST-0003,Mariana,Martins,Regular,Lenovo,Pop,2024-04-04,2024,4,Thursday,11,Lunchtime,Hot Drink,HOT -118,1,2.16,2.16,2.16,No,Downtown
TRANS-04534,1,CUST-0286,Ana,Sousa,Regular,Apple,Pop,2024-03-30,2024,3,Saturday,16,Afternoon,Sandwich,SAND-174,1,3.58,3.58,3.58,No,Downtown
TRANS-04534,2,CUST-0286,Ana,Sousa,Regular,Apple,Pop,2024-03-30,2024,3,Saturday,16,Afternoon,Hot Drink,HOT -190,1,2.03,2.03,2.03,No,Downtown
TRANS-04534,3,CUST-0286,Ana,Sousa,Regular,Apple,Pop,2024-03-30,2024,3,Saturday,16,Afternoon,Pastry,PAST-159,1,1.52,1.52,1.52,No,Downtown
